attempt,mape,r2,training duration
1,19.811447014288124,0.7645525020767419,15.579308986663818
2,20.054022503564937,0.7621965656573237,14.405206203460693
3,20.00892100712908,0.76358581631978,13.304837942123413
4,19.858294432584184,0.7647713158773846,14.078088760375977
5,20.018998026202695,0.762054907636866,14.12017273902893
6,21.60047171339268,0.7489800526969375,14.275548219680786
7,21.23715175471824,0.7522826167898362,13.48026180267334
8,20.85694902477768,0.7561108911578547,13.454514980316162
9,20.787813598530928,0.7557163197450754,13.509407043457031
10,21.00869686083437,0.754404667146153,13.609230279922485
11,20.039696144656112,0.7623486718181197,14.122779130935669
12,20.770759580530996,0.7572814691750896,13.819006204605103
13,19.611570285566984,0.766498544796598,13.099969148635864
14,19.88402528379053,0.7641727428534989,14.557467222213745
15,20.113367302093163,0.7626472947234932,14.924903869628906
16,19.943438842886994,0.7635405580257295,13.59468698501587
17,19.889761898584716,0.763905906773636,15.374506950378418
18,20.74754369247847,0.7572519631317807,14.001997947692871
19,20.870404109963665,0.7550216493927533,13.271059036254883
20,21.11261668933839,0.7533651598866747,13.258861780166626
21,20.72887292591472,0.7571600707176416,15.017599821090698
22,21.822416786742373,0.7476609602057541,13.881690979003906
23,21.2137525893468,0.7499031370655378,13.130085945129395
24,21.9523397427523,0.7446278407963653,13.060977697372437
25,19.915128820928807,0.7627729339475211,13.779540300369263
26,20.726292112940143,0.7575866718340742,13.357677936553955
27,20.35028612084567,0.7609984521712769,15.091121912002563
28,20.469207954255904,0.7603984564447811,17.1662380695343
29,21.002280403865782,0.7537441410778647,14.582406044006348
30,20.945395639459253,0.7550017172717803,15.089950323104858
31,19.780520067471784,0.7651300398683116,14.119252920150757
32,20.538931800278977,0.7597168643592435,14.471760988235474
33,22.490661023495523,0.7417231180603783,14.107630014419556
34,20.46347686572587,0.7599310021175945,14.331431865692139
35,21.260144632760802,0.75279891575927,15.027776956558228
36,20.91125796111701,0.754909824254173,14.406421899795532
37,20.02704169275113,0.7618802462526839,18.147324085235596
38,19.370788993224686,0.7669328782909458,15.669953107833862
39,21.716546664176896,0.7481915708513167,15.819377899169922
40,20.8833058605364,0.7569775226588183,15.747469186782837
41,20.139916227286317,0.7629407077264485,15.736440181732178
42,21.392698831863903,0.7506290164153252,14.10192608833313
43,20.719801931691563,0.7570259644731948,13.478328943252563
44,20.176385450257005,0.7606705447979414,14.30001974105835
45,20.069732424980888,0.7634742140623696,14.831851959228516
46,19.914463145543124,0.763789061224839,17.410436868667603
47,20.685077582824967,0.7583342716960321,14.459587097167969
48,21.126236526684334,0.7541803392236702,15.26429796218872
49,20.550993743145245,0.7590162253997377,16.368333101272583
50,20.038799289621938,0.7617188503238815,14.129560947418213
51,19.519590586231008,0.7661920703952442,14.889660120010376
52,20.638371718105383,0.7569577146198577,13.503411293029785
53,20.291780973516417,0.7608489908307685,14.123667001724243
54,19.92910071504117,0.7641980333736743,15.082534074783325
55,21.22232021074046,0.753319903695905,14.274163246154785
56,20.202105208019884,0.7624202529845996,15.254460096359253
57,21.486252960421766,0.7506851113095867,14.710517883300781
58,21.061756896493957,0.7547965517378543,19.28628396987915
59,21.84485233686297,0.7476474441569192,14.210711002349854
60,20.822954510871007,0.7562949339178983,14.807613849639893
