Data e Hora,producao_total,producao_renovavel,hidrica,eolica,solar,ondas,biomassa,producao_nao_renovavel,carvao,gas_natural,termica,producao_por_bombagem,importacao,exportacao
2013-08-19,106.635124,41.996838,16.47622,16.70254,1.678233,0.0,7.139846,61.532751,40.8127,19.824104,0.895948,3.105534,27.3606,0.2905
2013-08-20,109.27955,43.28962,18.727130000000002,15.814812,1.655895,0.0,7.091783,61.676661,40.5325,20.201796,0.942365,4.313269,30.6979,0.0
2013-08-21,107.715726,41.381052,19.434952000000003,13.257378,1.636093,0.0,7.05263,63.587534,41.841,20.766311,0.980223,2.74714,27.8595,0.0
2013-08-22,117.971855,53.830049,18.606312,26.637611,1.434975,0.0,7.15115,61.531273,40.1394,20.271431,1.120441,2.610534,18.1865,0.0
2013-08-23,132.089117,65.976396,16.387320000000003,40.552276,1.774654,0.0,7.262146,61.744459,40.2654,20.364576,1.114483,4.368262,6.5439,3.057
2013-08-24,116.468833,58.909494,11.946715000000001,38.271884,1.697653,0.0,6.993242,53.961665,39.7417,13.231299,0.988666,3.597674,8.0344,0.9499
2013-08-25,107.301943,52.681915,10.710327999999999,33.399965,1.693431,0.0,6.878191,49.994625,38.3872,10.651218,0.956206,4.625403,10.5467,0.0
2013-08-26,114.05912,51.239375,15.009151000000001,27.269858,1.645586,0.0,7.31478,60.279705,39.7077,19.593953,0.978053,2.54004,22.456,2.7556
2013-08-27,118.967311,56.020101,22.045164999999997,25.359757,1.690247,0.0,6.924931,60.233709,40.2827,18.953954,0.997055,2.713502,19.6122,1.7126
2013-08-28,121.008358,57.484822,21.800977,27.715305,1.513769,0.0,6.454771,57.169774,40.1586,15.879257,1.131917,6.353763,18.8272,0.9148
2013-08-29,120.594407,60.417678,18.615744,33.487031,1.216471,0.0,7.098432,55.524496,39.6198,14.772789,1.131907,4.652233,20.8509,2.5294
2013-08-30,110.055006,43.938103,18.630022999999998,16.669929,1.594997,0.0,7.043154,62.9195,40.9397,20.901162,1.078639,3.197403,28.1057,0.3593
2013-08-31,88.452742,36.786755,15.083869,12.773659,1.696024,0.0,7.233202,48.256114,34.8065,12.345631,1.103983,3.409873,36.2379,0.0
2013-09-01,93.016102,47.553812,13.865333,25.485167,1.535579,0.0,6.667734,41.437623,30.4896,9.971112,0.976911,4.024667,24.6799,0.0
2013-09-02,106.337093,47.203711,24.001577,14.204941,1.593273,0.0,7.403919,56.150518,40.7087,14.31213,1.129689,2.982864,35.068,0.5141
2013-09-03,109.182738,44.105656,25.654174,10.120141,1.652463,0.0,6.678878,63.815619,42.0664,20.588966,1.160252,1.261463,34.8219,0.0
2013-09-04,112.735877,46.874236,29.486314,8.633776,1.684483,0.0,7.069663,64.475657,42.1383,21.148483,1.188874,1.385983,31.789,0.0
2013-09-05,117.390641,52.61678,24.489379,19.261378,1.430348,0.0,7.435676,61.732117,38.5377,22.086095,1.108322,3.041744,27.3784,0.072
2013-09-06,112.854129,41.180539,20.141486999999998,11.650959,1.502642,0.0,7.88545,69.669154,42.1401,26.397609,1.131444,2.004436,27.9112,0.0
2013-09-07,104.11418,40.061665,13.781667,17.107147,1.304256,0.0,7.868595,61.168375,41.4891,18.537179,1.142096,2.88414,19.0543,0.0
2013-09-08,98.484839,40.059909,12.659244999999999,17.655597,1.709479,0.0,8.035589,52.353236,39.8568,11.345518,1.150918,6.071693,17.6931,0.0135
2013-09-09,111.431015,44.048333,15.498837000000002,19.238103,1.751018,0.0,7.560375,62.024932,40.4332,20.347959,1.243773,5.35775,25.9866,0.5774
2013-09-10,105.5132,41.425274,21.892865,11.196916,1.65914,0.0,6.676353,58.743705,41.7535,15.689533,1.300672,5.344222,34.2064,0.9542
2013-09-11,116.09536,56.551631,14.381604,32.626573,1.641851,0.0,7.901603,53.937406,37.0284,15.540208,1.368799,5.606323,30.7309,0.3209
2013-09-12,116.43703,56.334025,19.311375,27.345636,1.659433,0.0,8.017581,56.10549,39.4605,15.346582,1.298408,3.997515,30.2861,1.5391
2013-09-13,107.776507,49.124213,21.375809999999998,18.189774,1.538357,0.0,8.020273,55.337934,38.7365,15.30201,1.299424,3.31436,37.4529,0.1652
2013-09-14,94.850926,52.107326,25.50232,17.644519,1.101282,0.0,7.859204,40.587419,27.867,11.608901,1.111519,2.156181,28.98,0.0019
2013-09-15,81.499071,42.65143,13.052881000000001,19.968385,1.598263,0.0,8.031902,34.116831,22.825,10.27522,1.01661,4.73081,37.8095,0.0
2013-09-16,107.855039,52.347251,25.279648,17.288607,1.726577,0.0,8.052419,52.352427,34.5127,16.552242,1.287485,3.155361,31.734,0.3094
2013-09-17,108.789957,55.432901,23.446206,22.266684,1.571004,0.0,8.149007,49.838004,33.0195,15.540363,1.278141,3.519052,35.5751,0.042
2013-09-18,117.23405,61.658661,26.25101,25.811016,1.71247,0.0,7.884164,52.960318,34.77628,16.831082,1.352956,2.615071,26.9258,0.2929
2013-09-19,112.169744,54.777472,22.170906000000002,23.047415,1.656606,0.0,7.902544,54.53193,33.62174,19.529459,1.380732,2.860342,34.2253,0.6475
2013-09-20,115.377014,54.888812,25.984682,20.142335,1.674952,0.0,7.086844,55.757122,33.69414,20.6862,1.376782,4.73108,31.4911,1.4018
2013-09-21,106.998045,47.143678,21.045729,17.316882,1.57543,0.0,7.205637,55.78313,33.58784,20.859156,1.336134,4.071237,23.2495,0.0
2013-09-22,95.15805,39.058582,19.399471000000002,10.078185,1.663265,0.0,7.917661,53.849259,34.54534,18.103933,1.199986,2.25021,23.6438,0.0
2013-09-23,114.25222,52.830806,28.32165,15.233766,1.461726,0.0,7.813663,58.890185,34.64355,22.816106,1.430529,2.531229,27.5484,0.1561
2013-09-24,122.138146,51.103049,30.712433,11.133433,1.326045,0.0,7.931138,70.171371,35.05644,33.7014,1.413531,0.863726,20.3036,0.3293
2013-09-25,131.407795,63.405402,31.31226,23.129808,0.972879,0.0,7.990456,66.653629,35.01634,30.219398,1.417891,1.348764,11.7231,1.3489
2013-09-26,147.769203,86.235919,25.394914999999997,51.583792,1.245261,0.0,8.011951,60.119201,35.02334,23.673874,1.421987,1.414083,3.6176,11.3676
2013-09-27,157.080893,100.822173,23.20665,69.779716,0.404376,0.0,7.431431,53.042071,34.23914,17.652415,1.150516,3.216649,0.463,15.6079
2013-09-28,135.417149,87.873515,11.542228000000001,67.888185,0.885863,0.0,7.557238,44.122126,29.76714,13.191873,1.163113,3.421508,0.4442,7.8062
2013-09-29,98.266724,62.701091,8.457187999999999,46.071391,0.446987,0.0,7.725525,31.851924,19.72414,11.141038,0.986746,3.71371,25.2005,1.3123
2013-09-30,125.567054,63.666217,17.697041,38.022502,0.367745,0.0,7.578928,53.70829,32.62334,19.931666,1.153284,8.192546,13.7863,1.0252
2013-10-01,130.637414,78.417883,19.611877999999997,51.236057,0.414801,0.0,7.155148,47.977312,31.12684,15.657562,1.19291,4.242219,14.2791,1.734
2013-10-02,130.105922,64.685632,20.41921,35.924595,0.797679,0.0,7.544149,61.881328,33.39784,27.282802,1.200687,3.538962,9.7883,1.4097
2013-10-03,121.380449,71.29691,20.886748,41.702359,1.170983,0.0,7.53682,46.472076,29.45905,15.751036,1.26199,3.611463,20.7087,1.9649
2013-10-04,105.763567,40.814498,24.729385,7.546024,1.148613,0.0,7.390476,62.938038,33.68224,28.011607,1.244191,2.011031,30.2054,0.0
2013-10-05,84.978838,33.705531,16.806964999999998,7.694378,1.459294,0.0,7.744894,48.838202,34.73234,12.793481,1.312381,2.435105,34.5495,0.0
2013-10-06,83.305292,35.987506,12.366102,14.395826,1.600807,0.0,7.624771,43.836007,31.50344,11.392899,0.939668,3.48178,33.1152,0.0
2013-10-07,101.26922,38.91501,19.443641,10.389329,1.563438,0.0,7.518602,58.559271,33.56065,23.913351,1.08527,3.794939,32.2772,0.0
2013-10-08,96.073336,37.863761,19.446182,9.73238,1.517317,0.0,7.167883,55.128311,34.43374,19.626131,1.068441,3.081263,41.4564,0.0
2013-10-09,102.625156,47.31706,16.63538,21.741239,1.557849,0.0,7.382592,50.519452,34.40614,15.071543,1.041769,4.788645,37.1264,0.1222
2013-10-10,95.116573,41.427567,24.960511,7.271613,1.568074,0.0,7.627368,51.352605,34.97954,15.172698,1.200367,2.336402,43.4953,0.0
2013-10-11,93.378133,39.556095,21.540951,8.623219,1.598672,0.0,7.793253,51.565,34.61945,15.759228,1.186321,2.257039,44.0474,0.0
2013-10-12,90.23245,39.554092,12.938601,18.083029,0.625676,0.0,7.906785,46.995132,33.51054,12.267362,1.217231,3.683226,32.4567,0.0
2013-10-13,85.193519,38.806857,10.803448,18.91588,1.359985,0.0,7.727544,43.079637,30.49974,11.552629,1.027268,3.307026,30.8836,0.0
2013-10-14,106.977395,50.525621,22.423516,19.589343,1.05077,0.0,7.461992,52.301096,31.57164,19.62605,1.103406,4.150678,28.3551,0.0
2013-10-15,110.079452,60.137769,13.718961999999998,37.719104,1.172847,0.0,7.526856,45.339272,28.72214,15.740352,0.87678,4.602412,31.6412,0.0051
2013-10-16,97.178765,44.956638,18.073097,18.44595,1.230289,0.0,7.207302,48.99734,32.30894,15.926534,0.761866,3.224787,43.363,0.0
2013-10-17,100.590828,47.376738,30.935465999999998,7.812669,1.151326,0.0,7.477278,51.742868,35.03144,15.876395,0.835033,1.471221,36.7121,0.0
2013-10-18,128.759842,74.566727,21.583524,45.052302,0.706988,0.0,7.223913,50.126982,32.99395,16.265429,0.867603,4.066133,14.1153,1.5646
2013-10-19,115.833857,68.242392,19.922304999999998,41.13534,0.711294,0.0,6.473453,43.84781,30.35414,12.558155,0.935515,3.743655,7.5981,0.5056
2013-10-20,108.398886,61.461935,19.000721,33.937731,0.990958,0.0,7.532526,43.349531,30.93344,11.63367,0.782421,3.58742,7.8479,1.7737
2013-10-21,158.745584,106.503095,25.83986,72.29426,0.90666,0.0,7.462314,47.906503,31.18144,15.747964,0.9771,4.335986,1.6911,22.1731
2013-10-22,161.712183,114.306457,34.927741,71.722199,0.412735,0.0,7.243781,44.123266,27.23254,15.817139,1.073587,3.28246,0.5953,21.6195
2013-10-23,146.799158,96.943336,44.512213,44.312865,0.605616,0.0,7.512642,47.565949,28.87214,17.57061,1.123199,2.289873,3.3801,11.7805
2013-10-24,171.026586,118.569788,43.394335999999996,67.606235,0.282263,0.0,7.286953,50.812722,33.85944,15.849671,1.10361,1.644077,0.0,29.0255
2013-10-25,136.988605,82.878784,50.753494,24.85854,0.158836,0.0,7.107914,51.260764,31.33405,18.828811,1.097903,2.849056,5.8566,4.0738
2013-10-26,120.565252,72.393129,52.697288,10.946564,1.30144,0.0,7.447837,47.542175,33.36554,13.091758,1.084876,0.629948,5.0308,3.1673
2013-10-27,112.345841,69.126996,40.633406,19.17076,1.473634,0.0,7.849196,42.535396,29.41772,12.084346,1.033329,0.68345,9.3815,0.0928
2013-10-28,139.925069,92.635077,36.940217,47.618783,0.648598,0.0,7.427479,43.188402,26.42385,15.598297,1.166256,4.10159,6.8938,8.9007
2013-10-29,142.01287,88.989062,43.351625,36.956401,1.534452,0.0,7.146584,47.795292,31.28544,15.340537,1.169315,5.228515,3.0354,6.9056
2013-10-30,118.238285,62.390753,40.819269999999996,12.582072,1.548747,0.0,7.440664,50.471877,31.91554,17.340901,1.215436,5.375655,19.8825,0.4078
2013-10-31,118.159094,65.745435,47.42717,9.619959,1.545102,0.0,7.153204,46.12109,27.75434,17.175662,1.191088,6.292569,18.6089,0.5096
2013-11-01,119.053731,74.693806,36.711135,29.227106,1.19372,0.0,7.561844,43.214046,26.01925,15.974643,1.220153,1.145879,18.633,0.0088
2013-11-02,120.596501,77.330656,33.017332,35.602388,1.187121,0.0,7.523816,38.885526,22.97434,14.72801,1.183176,4.380319,9.7615,5.1767
2013-11-03,104.103121,63.18219,26.579651,28.520576,0.817889,0.0,7.264073,36.429076,24.05884,11.412432,0.957804,4.491855,15.1335,0.5292
2013-11-04,138.289823,110.461262,25.753776000000002,76.850762,0.469426,0.0,7.387299,23.520517,6.83905,15.679146,1.002321,4.308044,9.6919,3.2838
2013-11-05,118.152626,74.645312,30.293446999999997,37.32524,0.395865,0.0,6.630759,36.098291,19.57584,15.504284,1.018167,7.409023,23.4076,0.0
2013-11-06,105.627373,53.57258,36.685668,9.218377,0.562648,0.0,7.105888,49.445486,31.31944,17.10687,1.019175,2.609307,35.1985,0.0
2013-11-07,122.381719,65.261365,39.03777,18.607718,0.519347,0.0,7.09653,55.316412,34.67914,19.605297,1.031975,1.803942,20.0196,0.0333
2013-11-08,138.363273,85.911911,32.05722,46.077338,0.72807,0.0,7.049283,48.219349,30.46234,16.68966,1.067348,4.232013,7.3047,0.9378
2013-11-09,119.914952,74.756802,29.121718,36.817348,1.231357,0.0,7.586379,40.424755,25.28555,13.890843,1.248362,4.733395,9.653,1.8507
2013-11-10,98.031188,67.996311,19.763046,39.866845,0.926932,0.0,7.439488,26.884618,13.61234,12.399654,0.872623,3.15026,25.377,0.0
2013-11-11,120.350148,69.525508,25.724565000000002,34.802944,1.426781,0.0,7.571218,44.198483,26.22284,16.994544,0.981099,6.626158,21.0311,1.8154
2013-11-12,125.514018,71.867762,32.803537,30.173537,1.387589,0.0,7.503099,50.165424,32.41414,16.772135,0.97915,3.480831,18.7111,1.9349
2013-11-13,148.196609,92.500396,30.700039999999998,53.350509,1.3312,0.0,7.118647,50.328585,32.17485,17.173928,0.979807,5.367628,2.8718,8.5942
2013-11-14,145.723582,93.642918,29.943356,55.317654,1.429842,0.0,6.952067,49.213529,32.21154,16.195879,0.80611,2.867134,2.4237,7.9271
2013-11-15,140.575261,88.819872,32.864907,47.029427,1.261884,0.0,7.663654,48.167382,30.39544,16.786867,0.985076,3.588007,10.5329,8.323
2013-11-16,143.668408,86.387432,33.801956000000004,43.788511,1.017458,0.0,7.779506,55.431307,35.21624,19.169152,1.045915,1.849669,0.4694,17.7972
2013-11-17,123.359682,67.354245,33.676855,24.926682,1.219872,0.0,7.530837,52.942922,34.94544,17.174922,0.82256,3.062515,1.9621,3.5006
2013-11-18,140.624859,84.929765,34.626540999999996,41.809166,1.031787,0.0,7.462272,52.844906,34.83374,16.979324,1.031842,2.850188,5.8471,1.6255
2013-11-19,145.790515,93.628331,31.800439000000004,52.996096,1.188871,0.0,7.642924,48.948986,29.76335,18.086649,1.098988,3.213198,8.1564,4.8657
2013-11-20,129.35941,70.446811,41.996907,19.115925,1.348015,0.0,7.985964,56.681701,34.60804,20.811983,1.261678,2.230899,20.7525,0.4037
2013-11-21,130.277945,74.302263,33.571806,32.232094,0.533214,0.0,7.965149,53.636727,33.71824,18.64682,1.271667,2.338954,25.0712,0.0
2013-11-22,140.161973,79.100011,49.565445,21.371345,0.202364,0.0,7.960858,57.040711,34.38734,21.430939,1.222433,4.02125,15.7765,2.2699
2013-11-23,154.132432,101.1717,36.846554999999995,56.523539,0.316884,0.0,7.484722,52.15928,34.29784,16.659365,1.202075,0.801453,0.0,17.452
2013-11-24,139.081688,93.610211,27.539572,57.126645,1.394533,0.0,7.54946,42.742709,28.98465,12.969508,0.788551,2.728768,2.1562,10.3302
2013-11-25,169.369169,115.38401,41.569252,64.924523,1.382602,0.0,7.507633,50.950396,31.51654,18.447497,0.986359,3.034763,1.6411,16.3046
2013-11-26,177.90278,119.177453,41.175506000000006,69.116907,1.350966,0.0,7.534074,56.330944,35.11404,20.091262,1.125643,2.394383,0.0,17.7282
2013-11-27,179.746137,119.323567,44.819836,65.644562,1.249609,0.0,7.609559,56.58832,34.96494,20.432563,1.190817,3.83425,0.0,17.5281
2013-11-28,179.840508,121.364961,48.975893,63.771294,1.042177,0.0,7.575598,56.895194,34.98084,20.82819,1.086165,1.580352,0.0,20.0809
2013-11-29,148.930576,95.27141,45.821915999999995,40.12131,1.32739,0.0,8.000794,51.761242,35.20975,15.246129,1.305363,1.897924,12.6577,3.3094
2013-11-30,123.617209,72.951762,23.444891000000002,40.037634,1.306961,0.0,8.162276,48.368248,34.40194,12.622537,1.343771,2.297199,19.9311,0.0
2013-12-01,139.527571,90.34367,21.40559,59.748264,1.355515,0.0,7.8343,43.45629,31.26074,11.034195,1.161355,5.727611,3.2984,3.9437
2013-12-02,150.949892,83.340946,38.087671,36.323028,1.301678,0.0,7.628569,63.353362,34.76284,27.231507,1.359015,4.255584,8.7197,0.7617
2013-12-03,159.339064,82.853242,41.367926,32.306102,1.273804,0.0,7.905411,75.036401,35.03194,38.618311,1.38615,1.449421,4.8188,3.4403
2013-12-04,152.806729,75.095659,42.709336,23.133386,1.247409,0.0,8.005529,76.909317,32.54284,42.962227,1.40425,0.801753,8.8316,1.8717
2013-12-05,127.690866,54.652298,30.669791,14.717803,1.221967,0.0,8.042738,72.604457,32.69635,38.514315,1.393792,0.434111,31.4483,0.0
2013-12-06,145.470291,72.897653,25.387288,38.321731,1.290079,0.0,7.898555,70.167374,35.00894,33.755564,1.402869,2.405264,15.5195,1.7782
2013-12-07,123.959973,45.997357,26.8736,10.124653,1.266235,0.0,7.732869,75.419513,35.23744,38.852792,1.32928,2.543104,19.3428,0.6636
2013-12-08,119.627121,43.597716,33.133599000000004,1.670864,1.256543,0.0,7.536709,75.171407,35.24085,38.757373,1.173183,0.857999,15.6185,1.2162
2013-12-09,146.644377,63.311864,27.386809,26.970517,1.223567,0.0,7.730971,80.392939,34.51274,44.520254,1.359945,2.939574,18.9093,2.2519
2013-12-10,175.196465,96.280442,17.185904,70.144955,1.072049,0.0,7.877534,76.256101,35.17564,39.744769,1.335692,2.659922,3.917,12.786
2013-12-11,177.127028,106.224784,21.775092,75.978497,0.373932,0.0,8.097263,65.830882,34.16514,30.353601,1.31214,5.071362,2.5755,11.5652
2013-12-12,141.441593,64.126323,18.114982,37.547937,0.296202,0.0,8.167202,73.922925,33.56045,39.016492,1.345983,3.392345,22.5171,0.0466
2013-12-13,131.523767,47.696383,19.040138,19.997463,0.512837,0.0,8.145946,80.397946,40.46834,38.588509,1.341097,3.429438,28.5697,0.0
2013-12-14,125.498494,57.873046,12.250571999999998,36.32389,1.206046,0.0,8.092538,61.498363,34.91214,25.264502,1.321721,6.127085,18.0005,0.2468
2013-12-15,102.639358,41.956238,9.750440000000001,23.273907,1.190792,0.0,7.741098,55.618438,32.64174,21.861362,1.115336,5.064682,32.4751,0.0
2013-12-16,124.141476,56.165346,12.864386,35.369511,0.809204,0.0,7.122245,62.928112,35.01474,26.639815,1.273557,5.048018,31.7525,0.0736
2013-12-17,139.90083,58.190421,30.250524,20.837533,0.455451,0.0,6.646914,77.555823,41.72254,34.479029,1.354254,4.154586,21.2892,0.3571
2013-12-18,135.27149,59.769825,15.642744,36.42952,0.441809,0.0,7.255752,73.109381,41.64614,30.082848,1.380392,2.392284,27.6483,0.0
2013-12-19,164.328376,103.848829,15.149353,81.193285,0.430132,0.0,7.076059,57.339289,36.18415,19.879404,1.275735,3.140257,6.6894,6.0568
2013-12-20,125.723878,57.833774,19.162177,29.586066,1.312182,0.0,7.773349,59.319857,34.97534,23.046565,1.297953,8.570247,32.9117,0.0
2013-12-21,114.671537,42.351631,25.744328,7.435615,1.213192,0.0,7.958495,71.005107,42.14704,27.615863,1.242204,1.314799,24.6329,0.0
2013-12-22,110.298591,39.92278,20.031082,10.85693,1.21333,0.0,7.821437,66.930559,42.05984,23.896657,0.974062,3.445252,27.4812,0.0
2013-12-23,132.515484,74.817986,14.332004000000001,51.769291,0.914445,0.0,7.802246,52.981448,36.40704,15.456944,1.117464,4.71605,18.5127,0.435
2013-12-24,132.838208,105.527199,21.835734,76.944046,0.069242,0.0,6.678177,23.770545,8.77484,13.873283,1.122422,3.540464,4.1441,3.8385
2013-12-25,124.692314,104.968603,20.058040000000002,77.747064,0.20511,0.0,6.958389,15.948051,3.08774,11.896869,0.963442,3.77566,2.443,4.099
2013-12-26,132.662752,105.550759,37.379881999999995,60.170336,0.648271,0.0,7.35227,22.084493,5.13795,15.914527,1.032015,5.0275,11.6179,1.7805
2013-12-27,171.754322,139.402798,54.29502,77.301416,0.224391,0.0,7.58197,25.024034,7.08034,16.873325,1.070369,7.32749,0.2,25.7545
2013-12-28,148.382681,119.132273,51.408533,59.003138,1.036037,0.0,7.684565,26.750875,12.04834,13.846755,0.85578,2.499533,0.0,12.9173
2013-12-29,128.74933,80.109821,59.39352099999999,11.676544,1.233127,0.0,7.80663,43.576328,29.76444,12.916861,0.895028,5.06318,7.2069,7.1934
2013-12-30,165.985771,108.822673,58.956528,41.404231,0.863151,0.0,7.598763,50.768868,33.13454,16.566135,1.068193,6.39423,4.6717,24.7695
2013-12-31,145.855243,114.533424,55.229228,52.06294,0.272785,0.0,6.968471,26.678027,9.48925,16.086523,1.102254,4.643792,1.3847,11.7763
2014-01-01,140.383155,119.343552,41.908931,70.189863,0.294459,0.0,6.950299,18.321838,5.95594,11.425554,0.940344,2.717765,1.4986,15.7998
2014-01-02,175.97717,134.751782,57.151664,70.112887,0.097333,0.0,7.389897,35.605166,19.31764,15.244738,1.042788,5.620223,0.0,30.7068
2014-01-03,165.356106,120.284606,65.259464,47.319275,0.334541,0.0,7.371326,42.101801,24.92974,16.099162,1.072899,2.969699,0.0789,18.0399
2014-01-04,166.424357,147.991662,69.84923400000001,70.273052,0.192927,0.0,7.676449,16.857601,3.92895,12.03812,0.890531,1.575093,0.5919,29.0673
2014-01-05,161.702694,141.850822,68.597346,64.866631,0.781341,0.0,7.605505,16.369004,3.94684,11.527522,0.894642,3.482868,0.5072,27.1228
2014-01-06,183.067524,156.415445,83.070165,65.357471,0.391978,0.0,7.595831,23.531897,5.94264,16.481715,1.107542,3.120182,0.0,27.1416
2014-01-07,191.206443,152.451474,92.591985,52.595922,0.407877,0.0,6.85569,36.194379,18.94164,16.130457,1.122282,2.56059,0.0,34.6664
2014-01-08,198.926772,156.917433,89.333301,59.980947,0.805294,0.0,6.797891,38.233102,22.24824,14.866108,1.118754,3.776237,0.0,43.238
2014-01-09,177.497699,127.906336,88.98167600000001,30.603818,1.01009,0.0,7.310752,47.219463,29.31965,16.795767,1.104046,2.3719,0.0,24.158
2014-01-10,159.274657,101.340918,86.643699,7.052778,0.53013,0.0,7.114311,55.562855,35.53284,19.021762,1.008252,2.370884,3.1502,9.7367
2014-01-11,161.948118,109.893113,86.519938,14.401103,1.19643,0.0,7.775642,50.060657,36.86434,12.08478,1.111537,1.994348,0.0,25.4378
2014-01-12,163.651662,131.429809,71.702646,51.800949,0.360652,0.0,7.565562,31.25062,19.95694,10.378056,0.915624,0.971233,0.0,27.8995
2014-01-13,184.97071,143.137526,78.993814,55.580828,0.96608,0.0,7.596804,39.366913,23.70464,14.558347,1.103926,2.466271,1.5304,30.5829
2014-01-14,184.992442,142.130199,69.71185399999999,64.311698,0.437484,0.0,7.669164,39.378664,22.22034,16.060328,1.097995,3.483579,0.0262,24.2155
2014-01-15,193.503883,135.0933,79.426431,47.743127,0.265041,0.0,7.658701,54.545587,38.68004,14.867374,0.998173,3.864996,0.0,35.2143
2014-01-16,193.460617,141.013685,78.009377,54.521742,0.878787,0.0,7.603778,49.379586,32.53534,15.815803,1.028443,3.067346,0.0,33.3908
2014-01-17,191.498553,143.132197,81.56371999999999,53.499192,0.328915,0.0,7.74037,47.008666,27.94964,18.110031,0.948995,1.35769,0.0,28.318
2014-01-18,176.909274,123.499,82.146411,32.796856,0.895259,0.0,7.660473,51.192084,36.58184,13.686101,0.924143,2.21819,0.0,33.8926
2014-01-19,179.233422,147.419673,77.05542899999999,62.076694,1.302376,0.0,6.985174,30.375019,18.62075,10.882677,0.871592,1.43873,0.0,44.6912
2014-01-20,167.451793,111.722506,79.980261,23.864392,0.578515,0.0,7.299339,52.466306,31.90904,19.496855,1.060411,3.26298,0.9943,11.0415
2014-01-21,191.237662,131.557808,83.781274,40.247941,0.251953,0.0,7.27664,57.407674,39.90414,16.397422,1.106112,2.27218,0.0,26.791
2014-01-22,193.285818,138.079921,71.57104199999999,58.83646,0.823011,0.0,6.849409,53.579577,36.50754,16.008021,1.064016,1.62632,0.0,31.2035
2014-01-23,181.659004,122.813746,71.737271,42.547122,1.539976,0.0,6.989377,54.415475,38.14694,15.155583,1.112952,4.429784,0.0,21.8666
2014-01-24,179.040126,127.551564,68.460795,50.791217,1.116944,0.0,7.182607,49.1012,32.40915,15.570018,1.122032,2.387362,0.1708,16.9068
2014-01-25,155.598932,130.11438,64.453817,57.732218,0.987957,0.0,6.940388,22.167085,7.08524,14.169939,0.911906,3.317467,1.1736,11.5806
2014-01-26,130.024817,109.109458,57.738586,43.887681,0.555168,0.0,6.928023,17.416721,5.15154,11.338687,0.926494,3.498638,7.8429,3.3432
2014-01-27,165.854943,140.979469,51.018693,82.01518,0.905947,0.0,7.039649,20.17208,4.08384,15.017332,1.070908,4.703393,3.1797,6.812
2014-01-28,182.287494,153.200824,66.52399399999999,79.387851,0.396901,0.0,6.892077,22.42167,5.37105,15.9605,1.09012,6.665,1.6625,20.5365
2014-01-29,199.182688,154.372222,81.99904099999999,64.876599,1.124874,0.0,6.371708,43.069997,20.31904,21.657872,1.093085,1.740469,0.0,36.3193
2014-01-30,192.651207,151.102716,83.30728599999999,60.186566,1.209959,0.0,6.398906,36.943098,20.25094,15.629206,1.062952,4.605393,0.0,29.7459
2014-01-31,195.832117,148.944937,88.12289600000001,53.771352,0.583266,0.0,6.467422,44.66872,22.23684,21.341899,1.089981,2.21846,0.0,35.0726
2014-02-01,177.980937,153.07966,72.332064,72.633778,1.102505,0.0,7.011313,20.955617,6.24144,13.635911,1.078266,3.94566,0.4139,30.6792
2014-02-02,148.684492,116.788747,85.247955,22.859478,1.351934,0.0,7.32938,27.595714,12.00974,14.708822,0.877151,4.300032,8.0498,21.2262
2014-02-03,196.211154,156.981565,86.866506,61.800064,1.137847,0.0,7.177149,35.404724,13.25244,21.121695,1.030588,3.824865,0.0,34.0354
2014-02-04,197.219708,170.800127,94.26694699999999,69.066002,0.408465,0.0,7.058712,22.759219,4.26824,17.592888,0.898092,3.660362,0.3435,31.6896
2014-02-05,190.382593,165.467822,88.428155,69.342356,0.513511,0.0,7.183799,21.836701,4.37254,16.457079,1.007082,3.07807,0.0,26.2778
2014-02-06,203.942376,179.361703,85.870567,86.092499,0.363285,0.0,7.035352,21.26582,4.13305,16.188602,0.944168,3.314853,0.0,39.1347
2014-02-07,195.442454,169.914015,91.805649,70.029927,0.865716,0.0,7.212722,22.865979,4.03934,17.771114,1.055525,2.66246,0.0,32.8894
2014-02-08,167.967905,146.90934,65.174601,74.446534,0.361469,0.0,6.926736,18.679795,4.04734,13.620049,1.012406,2.37877,0.418,21.0441
2014-02-09,156.68417,138.634939,65.56424,66.574564,0.169238,0.0,6.326897,16.527082,4.05054,11.791845,0.684696,1.52215,2.1219,21.2955
2014-02-10,157.948364,132.042874,69.522521,54.958563,1.475644,0.0,6.086147,22.99091,4.04564,18.251354,0.693916,2.91458,6.568,7.247
2014-02-11,174.706126,138.945327,82.88683999999999,48.838068,0.183079,0.0,7.037339,33.39287,10.03675,22.376352,0.979768,2.36793,5.307,15.0004
2014-02-12,175.850837,144.418431,85.33252999999999,51.844633,0.288864,0.0,6.952403,26.847827,7.02084,18.799813,1.027173,4.58458,4.3453,16.5367
2014-02-13,174.705032,146.862703,74.76964000000001,64.64633,0.551035,0.0,6.895698,23.130449,4.33244,17.78493,1.013079,4.71188,1.0382,19.3767
2014-02-14,183.484979,158.72263,75.28726800000001,75.975607,0.4189,0.0,7.040855,21.9604,4.70114,16.229666,1.029594,2.801949,0.4162,27.6324
2014-02-15,157.383261,131.937685,90.724092,33.083351,0.746775,0.0,7.383468,24.568456,8.48714,15.100195,0.981121,0.87712,0.0,21.5052
2014-02-16,151.879314,128.589131,106.63315700000001,13.111967,1.790775,0.0,7.053232,21.775023,6.49185,14.535621,0.747552,1.51516,0.0005,23.8782
