,date,open,close,volume,sma_50,ema_50,sma_100,ema_100,next_day_close,GrowthFromPreviousDay
0,2014-01-02,52.401428,51.831429,12325600,50.11282836,50.23515654653996,46.3854284,46.65069823742157,51.871429,0.07717325331701573
1,2014-01-03,52.0,51.871429,10817100,50.22877119999999,50.29932657293592,46.53757126000001,46.75472597812036,51.367142,-0.9721864419813804
2,2014-01-06,51.889999,51.367142,15501500,50.31257117999999,50.34120324217589,46.68097126000001,46.84662111496858,48.5,-5.581665415607513
3,2014-01-07,49.684284,48.5,36167600,50.33622834,50.26899661827804,46.79195698,46.87955808943144,48.712856,0.4388783505154684
4,2014-01-08,48.104286,48.712856,20001100,50.37325692,50.20796940486351,46.91707127000001,46.9160748857679,48.150002,-1.1554526796786488
5,2014-01-09,48.824287,48.150002,17007200,50.4391141,50.1272621437251,47.028756990000005,46.940650165657296,47.44857,-1.4567642177875797
6,2014-01-10,48.295715,47.44857,16237900,50.45294268,50.022212070181006,47.13212842,46.95076490012064,48.115715,1.4060381587896222
7,2014-01-13,47.304287,48.115715,27237000,50.50628558,49.94744520700593,47.22287129,46.97396116041459,48.279999,0.3414352254767387
8,2014-01-14,48.777142,48.279999,19740000,50.55051418,49.88205325032363,47.31942840999999,46.99996387663205,47.197144,-2.242864586637616
9,2014-01-15,47.857143,47.197144,40432000,50.55368565999999,49.77675973763736,47.40604272,47.00388923530565,47.382858,0.39348567362465253
10,2014-01-16,46.915714,47.382858,21135800,50.53677136,49.682878707714,47.48221417,47.01143275127262,47.148571,-0.49445518883643935
11,2014-01-17,47.438572,47.148571,16417100,50.50402852,49.58349151795928,47.54981415,47.01416225753376,46.958572,-0.40297933950108533
12,2014-01-21,47.46143,46.958572,25220300,50.48425708,49.48055093640194,47.62505703000001,47.01305593903778,47.675713,1.5271780411039868
13,2014-01-22,47.07143,47.675713,48342000,50.50388562,49.40977128611752,47.69701416,47.026242367543375,55.531429,16.47739594371667
14,2014-01-23,55.342857,55.531429,91280000,50.65765706,49.64984180835811,47.84111416,47.19547337036707,55.154285,-0.6791541417023524
15,2014-01-24,54.811428,55.154285,35466900,50.79528560000001,49.86570708916513,47.9870713,47.35381783010586,54.46143,-1.2562124592858044
16,2014-01-27,55.341431,54.46143,32526900,50.93099994,50.04593533816404,48.11882847,47.49521403725611,58.110001,6.699366873032892
17,2014-01-28,54.474285,58.110001,43590400,51.13525708,50.36217964919724,48.28217132999999,47.706361330685816,57.202858,-1.5610789612617593
18,2014-01-29,57.58857,57.202858,28968100,51.3005428,50.63044679564747,48.432614220000005,47.89524684246926,57.810001,1.0613857790112526
19,2014-01-30,58.157143,57.810001,18379200,51.45742854,50.912003235250175,48.59422852,48.09243414379971,58.475716,1.151556804159195
20,2014-01-31,57.472858,58.475716,23625000,51.65045712,51.20862478098847,48.75877141,48.29892183255448,57.76857,-1.209298574471498
21,2014-02-03,58.842857,57.76857,20145300,51.84214284000001,51.46588200012537,48.88922853,48.48722457084097,57.987144,0.37836145156441264
22,2014-02-04,57.921429,57.987144,18066300,52.03182858,51.72162202985831,49.02867139,48.67611359199767,57.774284,-0.3670813654833546
23,2014-02-05,57.592857,57.774284,16762900,52.1916,51.95898512612344,49.17582852,48.856999851784,58.272858,0.8629687215163027
24,2014-02-06,58.060001,58.272858,12852000,52.36320004,52.20659179578942,49.32191422,49.04418734939047,61.425713,5.410503462864311
25,2014-02-07,59.062859,61.425713,32921000,52.59102857999999,52.5681313082376,49.50451421,49.290313182886486,61.491428,0.10698288516406361
26,2014-02-10,61.347141,61.491428,13812400,52.80599996,52.91806948483684,49.691499910000005,49.5328341730431,61.998569,0.8247344654282615
27,2014-02-11,61.422855,61.998569,13667500,53.01028562,53.27417236719197,49.87302845,49.78059642727387,61.275715,-1.165920458583496
28,2014-02-12,62.111427,61.275715,15673000,53.1906571,53.587962469198686,50.04935703,50.009050446335145,62.364285,1.7765112981545859
29,2014-02-13,60.812859,62.364285,18700500,53.39817138,53.93213631814288,50.22467133,50.254580729099374,62.215714,-0.23823090411443665
30,2014-02-14,62.437141,62.215714,11985400,53.60551422,54.25698643555929,50.41534276,50.49226242764741,62.407143,0.3076859328496968
31,2014-02-18,62.422855,62.407143,15507800,53.8357428,54.57660413714768,50.60157133,50.72900865086825,61.175713,-1.9732196360919712
32,2014-02-19,61.667145,61.175713,16031400,54.03622850000001,54.83539561289908,50.77455702,50.93656843945924,62.135715,1.5692534715533204
33,2014-02-20,61.478573,62.135715,11965100,54.2662571,55.12168572247316,50.94804273,51.1590632975695,61.747143,-0.6253601491509293
34,2014-02-21,62.671429,61.747143,13483400,54.48499994,55.38151025760354,51.11922845,51.36940431041264,63.857143,3.4171621511298094
