club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,involved_country
SC Braga,Bruno Jordão,20.0,Central Midfield,Lazio,€5.30m,out,Summer,5.3,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Marko Bakic,25.0,Central Midfield,Mouscron,€600Th.,out,Summer,0.6,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Alef,24.0,Defensive Midfield,APOEL Nicosia,Loan fee:€250Th.,out,Summer,0.25,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Marcelo Goiano,31.0,Right-Back,Sivasspor,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Marafona,32.0,Goalkeeper,Alanyaspor,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Lazar Rosic,26.0,Centre-Back,Moreirense,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Crislan,27.0,Centre-Forward,Shonan Bellmare,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Fábio Martins,25.0,Left Winger,FC Famalicão,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Ricardo Ryller,25.0,Defensive Midfield,RB Bragantino,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Andrej Lukic,25.0,Centre-Back,FC Sheriff,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Eduardo,26.0,Attacking Midfield,AO Xanthi,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Nikola Stojiljkovic,26.0,Centre-Forward,Boavista FC,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Luther Singh,22.0,Left Winger,Moreirense,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Diogo Figueiras,28.0,Right-Back,Rio Ave FC,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Portugal
SC Braga,Eduardo,37.0,Goalkeeper,Retired,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Ricardo Ferreira,26.0,Centre-Back,Without Club,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
SC Braga,Aílton,24.0,Left-Back,VfB Stuttgart,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Guimarães SC,Tyler Boyd,24.0,Left Winger,Besiktas,€2.40m,out,Summer,2.4,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Guimarães SC,Tozé,26.0,Attacking Midfield,Al-Nasr,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Guimarães SC,João Vigário,23.0,Left-Back,Tondela,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Guimarães SC,João Afonso,29.0,Centre-Back,CD Santa Clara,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Guimarães SC,Marcos Valente,25.0,Centre-Back,GD Estoril Praia,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Guimarães SC,Sebastián Rincón,25.0,Right Winger,Aldosivi,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Guimarães SC,Óscar Estupiñán,22.0,Centre-Forward,Denizlispor,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Guimarães SC,Kiko,22.0,Central Midfield,Guimarães B,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Guimarães SC,Pêpê,22.0,Central Midfield,Benfica B,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Guimarães SC,Yordan Osorio,25.0,Centre-Back,FC Porto,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Portugal
Vitória Guimarães SC,Dodô,20.0,Right-Back,Shakhtar D.,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Guimarães SC,Mattheus,24.0,Central Midfield,Sporting CP,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Portugal
Rio Ave FC,Léo Jardim,24.0,Goalkeeper,LOSC Lille,€6.00m,out,Summer,6.0,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,André Silva,22.0,Centre-Forward,FC Arouca,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Silvério,23.0,Centre-Back,Coimbra,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Murilo,23.0,Left Winger,FC Paços de Ferreira,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Carlos Júnior,23.0,Right Winger,Louletano,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Leandrinho,25.0,Defensive Midfield,Vitória Setúbal FC,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Tomislav Strkalj,23.0,Centre-Forward,Tondela,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Afonso Figueiredo,26.0,Left-Back,Desportivo Aves (- 2020),?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Jonathan Buatu,25.0,Centre-Back,Mouscron,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Said Ahmed Said,26.0,Centre-Forward,KSC Lokeren,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Fábio Coentrão,31.0,Left-Back,Career break,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Joca,23.0,Right Midfield,Rio Ave U23,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Miguel Rodrigues,26.0,Centre-Back,Rio Ave U23,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Damien Furtado,22.0,Left Winger,Rio Ave U23,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Gelson Dala,22.0,Centre-Forward,Sporting CP,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Portugal
Rio Ave FC,Léo Jardim,24.0,Goalkeeper,Grêmio,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Junio,22.0,Right-Back,Internacional,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Galeno,21.0,Left Midfield,FC Porto,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Portugal
Rio Ave FC,Murilo,23.0,Left Winger,Mirassol-SP,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Rio Ave FC,Rúben Semedo,25.0,Centre-Back,Villarreal,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CS Marítimo,Josip Vukovic,28.0,Defensive Midfield,NK Osijek,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
CS Marítimo,Nikolaos Ioannidis,25.0,Centre-Forward,Doxa Dramas,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
CS Marítimo,Coronas,28.0,Right-Back,Penafiel,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
CS Marítimo,Rafael Broetto,28.0,Goalkeeper,Panevezys,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
CS Marítimo,Jean Cleber,29.0,Central Midfield,CSA,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CS Marítimo,Ricardo Valente,28.0,Left Winger,Hatta Club,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CS Marítimo,João Gamboa,22.0,Defensive Midfield,GD Chaves,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CS Marítimo,Fabrício Baiano,27.0,midfield,Genclerbirligi,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CS Marítimo,Lucas Áfrico,24.0,Centre-Back,GD Estoril Praia,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CS Marítimo,Aloisio Neto,21.0,Centre-Back,Marítimo B,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CS Marítimo,Gildo Vilanculos,24.0,Right Winger,Marítimo B,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CS Marítimo,Joel Tagueu,25.0,Centre-Forward,Cruzeiro,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Jhonder Cádiz,23.0,Centre-Forward,SL Benfica,€2.50m,out,Summer,2.5,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Cristiano Figueiredo,28.0,Goalkeeper,FC Hermannstadt,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Rafinha,27.0,Attacking Midfield,Louletano,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Sávio Roberto,23.0,Central Midfield,Casa Pia AC,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Jacob Adebanjo,25.0,Defensive Midfield,Sepsi OSK,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Allef,24.0,Centre-Forward,Baltika,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Rúben Micael,32.0,Central Midfield,Nacional,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Jin An,20.0,Right Winger,Armacenenses,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Valdumar,21.0,Centre-Forward,FC Arouca,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Vasco Fernandes,32.0,Centre-Back,Ümraniyespor,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Diogo Sousa,26.0,Right-Back,CD Fátima,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Pedro Pinto,24.0,Centre-Back,Leixões,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Nabil Ghilas,30.0,Centre-Forward,Without Club,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Alex,27.0,Left Winger,Vitória FC U23,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Vitória Setúbal FC,Mikel Agu,26.0,Defensive Midfield,FC Porto,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Portugal
Belenenses SAD,Reinildo Mandava,25.0,Left-Back,LOSC Lille,€3.00m,out,Summer,3.0,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Mika,28.0,Goalkeeper,Coimbra,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Muriel,32.0,Goalkeeper,Fluminense,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Matija Ljujic,25.0,Attacking Midfield,Bnei Yehuda,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Bruno Sales,24.0,Centre-Back,Pêro Pinheiro,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Vincent Sasso,28.0,Centre-Back,Servette FC,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Diogo Viana,29.0,Right-Back,SC Braga,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Portugal
Belenenses SAD,Pierre Sagna,28.0,Right-Back,Panetolikos,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Nuno Tomás,23.0,Centre-Back,CSKA-Sofia,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Zakarya Bergdich,30.0,Left-Back,Denizlispor,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Cleylton,26.0,Centre-Back,Hatta Club,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Kiki,24.0,Left-Back,FC Vizela,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Tiago Rodrigues,18.0,Attacking Midfield,Paços F. U19,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Guilherme Oliveira,24.0,Goalkeeper,CD Fátima,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Gonçalo Tavares,22.0,Right-Back,Recre Granada,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Alhassane Keita,27.0,Centre-Forward,Al-Riffa SC,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Filipe Mendes,34.0,Goalkeeper,Casa Pia AC,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Ousmane Dramé,26.0,Left Winger,Retired,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Merlin Tandjigora,29.0,Defensive Midfield,Without Club,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Luís Silva,20.0,Centre-Back,B. SAD U23,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Nicolás Vélez,29.0,Centre-Forward,Without Club,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Thibang Phete,26.0,Defensive Midfield,FC Famalicão,"End of loanAug 2, 2020",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Eduardo Henrique,24.0,Defensive Midfield,Internacional,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Dálcio,23.0,Central Midfield,Benfica B,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Belenenses SAD,Henrique Almeida,28.0,Centre-Forward,Grêmio,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,Gonçalo Cardoso,18.0,Centre-Back,West Ham U23,€3.00m,out,Summer,3.0,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,Federico Falcone,29.0,Centre-Forward,Birkirkara FC,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,Raphael Silva,25.0,Centre-Back,Al-Faisaly FC,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,Aymen Tahar,29.0,Central Midfield,Panetolikos,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,Ibra Koneh,24.0,Left Winger,Ethnikos,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,Fábio Espinho,34.0,Attacking Midfield,,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,André Claro,28.0,Second Striker,Coimbra,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,Samu Silva,23.0,Attacking Midfield,FC Vizela,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,Rafa Lopes,27.0,Centre-Forward,Cracovia,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,Iván Bulos,26.0,Centre-Forward,Hajduk Split,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,João Talocha,29.0,Left-Back,Atromitos Athen,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,Robson,25.0,Centre-Back,Khor Fakkan,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,Assis,29.0,Goalkeeper,Without Club,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,William Menezes,30.0,Goalkeeper,Without Club,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,Yevgeniy Serdyuk,22.0,Centre-Forward,Casa Pia AC,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,Nikola Stojiljkovic,27.0,Centre-Forward,SC Braga,"End of loanJul 31, 2020",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Portugal
Boavista FC,Jubal,25.0,Centre-Back,FC Arouca,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Boavista FC,Matheus Índio,23.0,Right Midfield,GD Estoril Praia,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Chiquinho,23.0,Attacking Midfield,SL Benfica,€5.25m,out,Summer,5.25,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Arsénio,29.0,Right Winger,Al-Fayha,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Alan Schons,26.0,Defensive Midfield,Penafiel,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Elsinho,23.0,Attacking Midfield,Sacavenense,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,João Sousa,25.0,defence,Louletano,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Iddriss Mohammed,18.0,Central Midfield,Felgueiras,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Rúben Ramos,20.0,Defensive Midfield,Felgueiras,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Malik Abubakari,19.0,Centre-Forward,Fafe,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Ricardo Almeida,22.0,Centre-Forward,Berço,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Gustavo Moura,23.0,Centre-Forward,Cova Piedade,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Caleb Gomina,22.0,Centre-Forward,Gondomar,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Bruno Silva,27.0,Central Midfield,Felgueiras,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Rúben Lima,29.0,Left-Back,Without Club,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Pato Rodríguez,29.0,Right Midfield,Without Club,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Neto,27.0,Central Midfield,São Caetano,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Lucas Silva,20.0,Left Winger,Mirassol-SP,"End of loanAug 27, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Mamadou Loum,22.0,Defensive Midfield,SC Braga,"End of loanJan 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Portugal
Moreirense FC,Ivanildo Fernandes,23.0,Centre-Back,Sporting CP U23,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Moreirense FC,Heriberto Tavares,22.0,Right Winger,Benfica B,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,Tomané,26.0,Centre-Forward,Red Star,€750Th.,out,Summer,0.75,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,João Vasco,24.0,Left Winger,Olhanense,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,Nego Tembeng,27.0,Defensive Midfield,GD Estoril Praia,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,Ricardo Costa,38.0,Centre-Back,Boavista FC,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,David Bruno,27.0,Right-Back,Astra Giurgiu,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,Adílio Varela,22.0,Left Winger,Amora FC,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,Joãozinho,29.0,Left-Back,APOEL Nicosia,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,Joel Sousa,19.0,Goalkeeper,Molelos,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,Patrick,25.0,Centre-Forward,Farense,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,João Mendes,24.0,Central Midfield,Coimbra,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,Juan Delgado,26.0,Right Winger,Gimnàstic,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,Pablo Sabbag,22.0,Centre-Forward,Deportivo Cali,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,João Mendes,24.0,Central Midfield,Oliveirense,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,Cristian Arango,24.0,Centre-Forward,Benfica B,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,Sergio Peña,23.0,Central Midfield,Granada CF,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Tondela,Jorge Fernandes,22.0,Centre-Back,FC Porto,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Portugal
CD Santa Clara,Kaio,23.0,Centre-Back,Krasnodar,€3.00m,out,Summer,3.0,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Pedro Pacheco,35.0,Central Midfield,SC Ideal,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Serginho,36.0,Goalkeeper,Varzim,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Minhoca,31.0,Attacking Midfield,Varzim,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Ousmane Sountoura,24.0,Attacking Midfield,Casa Pia AC,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Miguel Machado,20.0,midfield,Castelo Branco,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Rodolfo Cardoso,21.0,Goalkeeper,Louletano,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Rodrigo Simão,18.0,Centre-Forward,Castelo Branco,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Diogo Motty,19.0,Left Winger,Castelo Branco,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Steven Pereira,25.0,Centre-Back,Académico Viseu,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Ricardinho,21.0,Left Winger,Praiense,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Zé Augusto,23.0,Defensive Midfield,Career break,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Accioly,38.0,Centre-Back,Retired,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Clemente,35.0,Centre-Forward,Retired,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Rui Silva,23.0,Right-Back,Braga B,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
CD Santa Clara,Martin Chrien,23.0,Central Midfield,Benfica B,"End of loanJun 30, 2019",out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Luquinhas,22.0,Attacking Midfield,Legia Warszawa,€1.00m,out,Summer,1.0,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Adilson Maringá,28.0,Goalkeeper,Vilafranquense,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Anderson Zangão,25.0,Left Winger,Montalegre,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Diego Galo,35.0,Centre-Back,GD Chaves,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Rodrigo Defendi,33.0,Centre-Back,GD Estoril Praia,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Vítor Gomes,31.0,Defensive Midfield,Omonia Nikosia,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Luis Fariña,28.0,Attacking Midfield,Cerro Porteño,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Rodrigo Soares,26.0,Right-Back,PAOK Salonika,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Jorge Fellipe,30.0,Centre-Back,Damac FC,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Braga,36.0,Right Midfield,Leixões,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Zé Ricardo,20.0,Left-Back,,free transfer,out,Summer,0.0,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Youssouf Sow,26.0,Right Winger,Torreense,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Amilton,29.0,Right Winger,Antalyaspor,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Ponck,24.0,Centre-Back,Basaksehir,?,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Michel Douglas,27.0,Centre-Forward,Guarani,loan transfer,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Mato Milos,27.0,Right-Back,Without Club,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Andrés Cabrera,24.0,Defensive Midfield,Aves U23,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
Desportivo Aves (- 2020),Ablaye Faye,25.0,Defensive Midfield,Without Club,-,out,Summer,,Liga Nos,2019,2019/2020,Portugal,Others
