club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,country,involved_country
CD Santa Clara,Guilherme Schettine,24.0,Centre-Forward,SC Braga,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Portugal
CD Santa Clara,Steven Pereira,26.0,Centre-Back,Oliveirense,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,César Martins,27.0,Centre-Back,Farense,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Zé Manuel,29.0,Second Striker,Gaz Metan,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Denis Pineda,25.0,Left Midfield,Técnico U.,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Pablo,27.0,Right Winger,Guarani,?,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Rodrigo Simão,19.0,Centre-Forward,Operário Lagoa,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Bruno Lamas,26.0,Attacking Midfield,Khor Fakkan,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Muhammad Candé,28.0,Left-Back,Without Club,-,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Ricardinho,21.0,Left Winger,Torreense,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Diogo Motty,20.0,Left Winger,Mirandela,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Carlos Júnior,24.0,Right Winger,Louletano,"End of loanJun 30, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Chico Ramos,25.0,Central Midfield,Vitória Guimarães SC,"End of loanJul 31, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Wendel,23.0,Central Midfield,Zenit S-Pb,€20.30m,out,Summer,20.3,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Marcos Acuña,28.0,Left-Back,Sevilla FC,€11.25m,out,Summer,11.25,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Matheus Pereira,24.0,Attacking Midfield,West Brom,€8.25m,out,Summer,8.25,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Luciano Vietto,26.0,Centre-Forward,Al-Hilal SFC,€3.50m,out,Summer,3.5,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Gelson Dala,24.0,Centre-Forward,Rio Ave FC,€375Th.,out,Summer,0.375,Liga Nos,2020,2020/2021,Portugal,Portugal
Sporting CP,Valentin Rosier,24.0,Right-Back,Besiktas,Loan fee:€200Th.,out,Summer,0.2,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Chico Geraldes,25.0,Attacking Midfield,Rio Ave FC,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Portugal
Sporting CP,Mauro Riquicho,25.0,Right-Back,CD Fátima SAD,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Miguel Luís,21.0,Central Midfield,Vitória Guimarães SC,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Alan Ruiz,27.0,Central Midfield,Arsenal Sarandí,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Eduardo Henrique,25.0,Defensive Midfield,Crotone,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Rodrigo Battaglia,29.0,Defensive Midfield,Alavés,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Pedro Mendes,21.0,Centre-Forward,UD Almería,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Abdoulay Diaby,29.0,Right Winger,Getafe,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Mattheus,26.0,Central Midfield,Coritiba FC,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Josip Misic,26.0,Central Midfield,Dinamo Zagreb,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Idrissa Doumbia,22.0,Defensive Midfield,SD Huesca,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Leonardo Ruiz,24.0,Centre-Forward,Sporting B,-,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,André Geraldes,29.0,Right-Back,Sporting B,-,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Bruno Paulista,24.0,Defensive Midfield,Sporting B,-,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Filipe Chaby,26.0,Attacking Midfield,Sporting B,-,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Jérémy Mathieu,36.0,Left-Back,Retired,-,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,João Reis,28.0,Left-Back,GD Chaves,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,Ricardo Valente,29.0,Left Winger,Gaz Metan,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,João Vigário,24.0,Left-Back,Nacional,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,Manu Sánchez,24.0,Right-Back,R. Majadahonda,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,Xavier,28.0,Left Winger,Panathinaikos,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,Cláudio Ramos,28.0,Goalkeeper,FC Porto,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Portugal
CD Tondela,Fahd Moufi,24.0,Right-Back,Portimonense SC,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,Marko Petkovic,27.0,Right-Back,Without Club,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,Philipe Sampaio,25.0,Centre-Back,Guingamp,?,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,Manel Garruço,21.0,Central Midfield,Beira-Mar,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,Pité,25.0,Attacking Midfield,Without Club,-,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,Diogo Silva,27.0,Goalkeeper,Fafe,-,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,Ronan,25.0,Centre-Forward,Rio Ave FC,"End of loanJul 31, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Portugal
CD Tondela,Pepelu,21.0,Defensive Midfield,Levante,"End of loanJul 27, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,Jonathan Toro,23.0,Attacking Midfield,SD Huesca,"End of loanJul 30, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,Richard,20.0,Attacking Midfield,Internacional,"End of loanJul 31, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Pêpê,23.0,Central Midfield,Olympiacos,€3.00m,out,Summer,3.0,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,João Carlos Teixeira,27.0,Attacking Midfield,Feyenoord,€1.60m,out,Summer,1.6,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Guillermo Celis,27.0,Defensive Midfield,Deportes Tolima,€900Th.,out,Summer,0.9,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Davidson,29.0,Left Winger,Alanyaspor,€500Th.,out,Summer,0.5,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Al Musrati,24.0,Defensive Midfield,SC Braga,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Portugal
Vitória Guimarães SC,Ola John,28.0,Left Winger,RKC Waalwijk,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Miguel Silva,25.0,Goalkeeper,APOEL Nicosia,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Miguel Oliveira,26.0,Goalkeeper,Moreirense,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Víctor García,26.0,Right-Back,Alcorcón,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Chico Ramos,25.0,Central Midfield,Nacional,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Marcos Valente,26.0,Centre-Back,GD Estoril Praia,free transfer,out,Summer,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,João Correia,23.0,Right-Back,GD Chaves,?,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Florent Hanin,30.0,Left-Back,Paris FC,?,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,João Pedro,23.0,Centre-Forward,FC Paços de Ferreira,?,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Aziz,21.0,Centre-Forward,GD Estoril Praia,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Frederico Venâncio,27.0,Centre-Back,CD Lugo,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Pedro Henrique,27.0,Centre-Back,Al-Wehda FC,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Elias Abouchabaka,20.0,Attacking Midfield,Guimarães B,-,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Ibrahim Blati Touré,26.0,Central Midfield,Without Club,-,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Welthon,28.0,Centre-Forward,Without Club,-,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Sebastián Rincón,26.0,Right Winger,Guimarães B,-,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Douglas Jesus,37.0,Goalkeeper,Retired,-,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Matheus Mascarenhas,22.0,Left-Back,Fluminense,"End of loanMay 18, 2021",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Léo Bonatini,26.0,Centre-Forward,Wolves,"End of loanJul 31, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Lucas Evangelista,25.0,Central Midfield,FC Nantes,"End of loanJun 30, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Denis Will Poha,23.0,Central Midfield,Stade Rennais,"End of loanJul 31, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Valeriy Bondarenko,26.0,Centre-Back,Shakhtar D.,"End of loanJul 31, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Tabata,23.0,Right Winger,Sporting CP,€5.00m,out,Summer,5.0,Liga Nos,2020,2020/2021,Portugal,Portugal
Portimonense SC,Leonardo,27.0,Goalkeeper,SC Covilhã,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Felipe Macedo,26.0,Centre-Back,SC Covilhã,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Brendon Lucas,26.0,Centre-Back,HCMC FC,?,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Carlos Daniel Henriques,26.0,Goalkeeper,Mafra,?,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Jeferson Bahia,28.0,Centre-Back,Londrina-PR,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Gleison Moreira,25.0,Right Winger,SC Covilhã,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Brendon Lucas,25.0,Centre-Back,Leixões,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Jean Felipe,26.0,Right Midfield,SC Covilhã,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Bruno Costa,23.0,Central Midfield,FC Paços de Ferreira,loan transfer,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Rômulo,24.0,Defensive Midfield,Londrina-PR,"End of loanJun 30, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Jackson Martínez,33.0,Centre-Forward,Without Club,-,out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Mohanad Ali,20.0,Centre-Forward,Al-Duhail SC,"End of loanJun 30, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Marlos Moreno,23.0,Right Winger,Man City,"End of loanJun 30, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Júnior Tavares,23.0,Left-Back,São Paulo,"End of loanJul 31, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Evans Mensah,22.0,Left Winger,Al-Duhail SC,"End of loanJun 30, 2020",out,Summer,,Liga Nos,2020,2020/2021,Portugal,Others
Belenenses SAD,Cauê,31.0,Defensive Midfield,Avispa Fukuoka,free transfer,out,Winter,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Belenenses SAD,Fran Varela,26.0,Left-Back,San Fernando CD,free transfer,out,Winter,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Belenenses SAD,Robinho,23.0,Left Winger,Penafiel,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Belenenses SAD,Edi Semedo,21.0,Centre-Forward,Mafra,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Belenenses SAD,Pedro Álvaro,20.0,Centre-Back,Benfica B,"End of loanDec 31, 2020",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Belenenses SAD,Richard,21.0,Attacking Midfield,Internacional,"End of loanMar 1, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
SL Benfica,Gedson Fernandes,22.0,Central Midfield,Galatasaray,Loan fee:€500Th.,out,Winter,0.5,Liga Nos,2020,2020/2021,Portugal,Others
SL Benfica,Facundo Ferreyra,29.0,Centre-Forward,Celta de Vigo,free transfer,out,Winter,0.0,Liga Nos,2020,2020/2021,Portugal,Others
SL Benfica,Germán Conti,26.0,Centre-Back,EC Bahia,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
SL Benfica,Tomás Tavares,19.0,Right-Back,Farense,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
SL Benfica,Filip Krovinovic,25.0,Attacking Midfield,Nottm Forest,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
SL Benfica,Ferro,23.0,Centre-Back,Valencia,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
SL Benfica,Jean-Clair Todibo,21.0,Centre-Back,Barcelona,"End of loanJan 31, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Boavista FC,Alberto Bueno,32.0,Second Striker,Volos NPS,free transfer,out,Winter,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Boavista FC,Gustavo Dulanto,25.0,Centre-Back,FC Sheriff,free transfer,out,Winter,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Boavista FC,Musa Juwara,19.0,Left Winger,Bologna,"End of loanJan 9, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
SC Braga,Paulinho,28.0,Centre-Forward,Sporting CP,€16.00m,out,Winter,16.0,Liga Nos,2020,2020/2021,Portugal,Portugal
SC Braga,Diogo Figueiras,29.0,Right-Back,FC Famalicão,?,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
SC Braga,Crislan,28.0,Centre-Forward,Bucheon FC,?,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
SC Braga,Guilherme Schettine,25.0,Centre-Forward,UD Almería,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
SC Braga,Bruno Viana,26.0,Centre-Back,Flamengo,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
FC Famalicão,Rúben Lameiras,26.0,Right Winger,Vitória Guimarães SC,?,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
FC Famalicão,Guga,23.0,Attacking Midfield,Rio Ave FC,?,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Portugal
FC Famalicão,Rubén del Campo,20.0,Centre-Forward,CD Numancia,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
FC Famalicão,Henrique Trevisan,24.0,Centre-Back,GD Estoril Praia,"End of loanFeb 9, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
FC Famalicão,Marcello Trotta,28.0,Centre-Forward,Frosinone,"End of loanJan 22, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
FC Famalicão,Dyego Sousa,31.0,Centre-Forward,SZ FC,"End of loanJan 1, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
SC Farense,Patrick,27.0,Centre-Forward,Varzim,?,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
SC Farense,Mihlali Mayambela,24.0,Right Winger,Coimbra,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
SC Farense,Ricardo Ferreira,28.0,Centre-Back,Without Club,-,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Gil Vicente FC,Tim Hall,23.0,Centre-Back,Wisla Kraków,free transfer,out,Winter,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Gil Vicente FC,Leandrinho,24.0,Attacking Midfield,Operário-PR,free transfer,out,Winter,0.0,Liga Nos,2020,2020/2021,Portugal,Others
Gil Vicente FC,Ahmed Isaiah,25.0,Attacking Midfield,Varzim,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Gil Vicente FC,Juan Villa,21.0,Attacking Midfield,Berço,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Gil Vicente FC,Daniel Fuzato,23.0,Goalkeeper,AS Roma,"End of loanJan 4, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Gil Vicente FC,Renan Oliveira,23.0,Centre-Forward,PFC Lviv,"End of loanJan 15, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
CS Marítimo,Marcelinho,24.0,Left Winger,FC Vizela,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
CS Marítimo,Dejan Kerkez,25.0,Centre-Back,Mafra,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Moreirense FC,Luiz Henrique,23.0,Attacking Midfield,Náutico,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Moreirense FC,David Tavares,21.0,Attacking Midfield,Benfica B,"End of loanJan 31, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
CD Nacional,Aleksandar Palocevic,27.0,Attacking Midfield,FC Seoul,€1.00m,out,Winter,1.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Nacional,Marcelo Freitas,26.0,Attacking Midfield,Londrina-PR,free transfer,out,Winter,0.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Nacional,Wan Cho,19.0,Attacking Midfield,Chuncheon FC,free transfer,out,Winter,0.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Nacional,João Fernandes,20.0,Right Winger,Santarém,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
CD Nacional,João Victor,21.0,Left Winger,Osasco-SP,"End of loanJan 31, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
CD Nacional,Giorgi Arabidze,22.0,Right Winger,Rotor Volgograd,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
FC Paços de Ferreira,Oleg Reabciuk,22.0,Left-Back,Olympiacos,€2.00m,out,Winter,2.0,Liga Nos,2020,2020/2021,Portugal,Others
FC Paços de Ferreira,Paul Ayongo,24.0,Centre-Forward,Académico Viseu,?,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
FC Paços de Ferreira,Simão Rocha,20.0,Left-Back,Real SC,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
FC Paços de Ferreira,Pedro Martelo,21.0,Centre-Forward,CD Badajoz,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
FC Paços de Ferreira,Sam Silvera,20.0,Left Winger,Sanjoanense,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
FC Paços de Ferreira,Bernardo Martins,23.0,Left Winger,SC Covilhã,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
FC Paços de Ferreira,Simão Bertelli,27.0,Goalkeeper,Operário-PR,"End of loanJan 28, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
FC Paços de Ferreira,Stephen Eustaquio,24.0,Defensive Midfield,CD Cruz Azul,"End of loanJan 28, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
FC Porto,Ewerton,28.0,Central Midfield,Portimonense SC,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
FC Porto,Shoya Nakajima,26.0,Attacking Midfield,Al-Ain FC,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Rio Ave FC,Diego Lopes,26.0,Central Midfield,LC Sailors,€1.80m,out,Winter,1.8,Liga Nos,2020,2020/2021,Portugal,Others
Rio Ave FC,Bruno Moreira,33.0,Centre-Forward,Portimonense SC,?,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Rio Ave FC,Matheus Reis,25.0,Left-Back,Sporting CP,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Portugal
Rio Ave FC,Lucas Piazon,26.0,Attacking Midfield,Chelsea,"End of loanJan 13, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Thiago,27.0,Centre-Forward,Shimizu S-Pulse,€2.00m,out,Winter,2.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Shahriar Moghanlou,26.0,Centre-Forward,Persepolis,Loan fee:€50Th.,out,Winter,0.05,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Malick Evouna,27.0,Centre-Forward,CS Sfaxien,free transfer,out,Winter,0.0,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Osama Rashid,29.0,Central Midfield,Gaziantep FK,?,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,André Mesquita,23.0,Right Winger,Mafra,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
CD Santa Clara,Patrick Vieira,30.0,Right-Back,Without Club,-,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Cristian Borja,27.0,Left-Back,SC Braga,€3.00m,out,Winter,3.0,Liga Nos,2020,2020/2021,Portugal,Portugal
Sporting CP,Stefan Ristovski,28.0,Right-Back,Dinamo Zagreb,€1.00m,out,Winter,1.0,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Tiago Ilori,27.0,Centre-Back,FC Lorient,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Ivanildo Fernandes,24.0,Centre-Back,UD Almería,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Abdoulay Diaby,29.0,Right Winger,RSC Anderlecht,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Pedro Mendes,21.0,Centre-Forward,Nacional,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Sporting CP,Andraz Sporar,26.0,Centre-Forward,SC Braga,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Portugal
Sporting CP,Rafael Camacho,20.0,Right Winger,Rio Ave FC,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Portugal
Sporting CP,Bruno Gaspar,27.0,Right-Back,Vancouver,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,Rubilio Castillo,29.0,Centre-Forward,Royal Pari,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,Rúben Fonseca,20.0,Centre-Forward,Salgueiros,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
CD Tondela,João Mendes,26.0,Central Midfield,GD Estoril Praia,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Alexandre Guedes,26.0,Centre-Forward,FC Famalicão,?,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Denis Will Poha,23.0,Central Midfield,Portimonense SC,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Yann Aurel Bisseck,20.0,Centre-Back,Guimarães B,-,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Jonas Carls,23.0,Left-Back,Guimarães B,-,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Lyle Foster,20.0,Centre-Forward,Guimarães B,-,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Vitória Guimarães SC,Abou Ouattara,21.0,Right Winger,LOSC Lille B,"End of loanJan 30, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Shuichi Gonda,31.0,Goalkeeper,Shimizu S-Pulse,Loan fee:€1.00m,out,Winter,1.0,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Welinton Junior,27.0,Right Winger,Shonan Bellmare,Loan fee:€1.00m,out,Winter,1.0,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Rômulo,25.0,Defensive Midfield,Brasil-RS,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Jadson,29.0,Centre-Back,WH Three Towns,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Júlio César,26.0,Left Winger,Guarani,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Jadson,29.0,Centre-Back,Vasco da Gama,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Fernando Medeiros,25.0,Central Midfield,Ituano,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Iury Castilho,25.0,Centre-Forward,CSA,loan transfer,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Ruster,24.0,Left Midfield,Without Club,-,out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
Portimonense SC,Safawi Rasid,23.0,Right Winger,Johor DT,"End of loanJan 1, 2021",out,Winter,,Liga Nos,2020,2020/2021,Portugal,Others
