"room_id","survey_id","host_id","room_type","country","city","borough","neighborhood","reviews","overall_satisfaction","accommodates","bedrooms","bathrooms","price","minstay","name","last_modified","latitude","longitude","location"
18235657,1476,24983900,"Entire home/apt",NA,"Amsterdam",NA,"Centrum West",3,5,2,1,NA,216,NA,"Romantic Retreat in Jordaan","2017-07-23 03:04:04.467097",52.379019,4.882701,"0101000020E610000003965CC5E287134004C8D0B183304A40"
18324333,1476,30335325,"Entire home/apt",NA,"Amsterdam",NA,"De Pijp / Rivierenbuurt",6,5,4,3,NA,300,NA,"Spacious Split Level Apt with Roof Terrace @ Zuid","2017-07-23 03:23:04.271601",52.34281,4.893841,"0101000020E6100000B64B1B0E4B931340F25EB532E12B4A40"
1463449,1476,5739589,"Entire home/apt",NA,"Amsterdam",NA,"Centrum Oost",53,5,2,1,NA,227,NA,"Boutique Amstel River Loft","2017-07-23 03:00:37.468883",52.361119,4.904834,"0101000020E6100000473CD9CD8C9E13406C7BBB25392E4A40"
17262026,1476,116366774,"Entire home/apt",NA,"Amsterdam",NA,"Bos en Lommer",0,0,2,1,NA,114,NA,"Lovely one bed room apartment","2017-07-22 18:00:01.094598",52.380449,4.85525,"0101000020E6100000B29DEFA7C66B1340E065868DB2304A40"
13742923,1476,21035561,"Entire home/apt",NA,"Amsterdam",NA,"Bijlmer Centrum",15,5,4,1,NA,150,NA,"Appartement vlakbij Arena, Ziggodome, Heineken Hal","2017-07-23 00:34:52.416655",52.32207,4.944701,"0101000020E610000076FEEDB25FC71340E882FA9639294A40"
14494732,1476,57926693,"Entire home/apt",NA,"Amsterdam",NA,"Centrum Oost",9,5,2,1,NA,156,NA,"Great appartment and great super central location","2017-07-22 22:31:24.132587",52.364927,4.882322,"0101000020E61000004E2A1A6B7F871340B5368DEDB52E4A40"
18349669,1476,6935297,"Private room",NA,"Amsterdam",NA,"Slotervaart",0,0,2,0,NA,132,NA,"Large Private Studio","2017-07-22 16:33:20.651350",52.365324,4.828941,"0101000020E61000001041D5E8D5501340D238D4EFC22E4A40"
4516324,1476,1643502,"Entire home/apt",NA,"Amsterdam",NA,"Westerpark",25,4.5,4,3,NA,222,NA,"Lvly Sps Light Family House","2017-07-23 03:05:12.933134",52.37462,4.868675,"0101000020E610000044696FF085791340B936548CF32F4A40"
13617156,1476,78848211,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",14,4.5,2,0,NA,119,NA,"Cozy studio for couples in Amsterdam","2017-07-22 17:54:15.541229",52.370572,4.869665,"0101000020E610000043E73576897A13401B683EE76E2F4A40"
1796950,1476,9424370,"Entire home/apt",NA,"Amsterdam",NA,"De Pijp / Rivierenbuurt",22,4.5,2,1,NA,132,NA,"Charming apartment in heart of Pipe","2017-07-22 20:10:39.526984",52.352796,4.900687,"0101000020E6100000BABA63B14D9A13406E14596B282D4A40"
18646609,1476,129410275,"Entire home/apt",NA,"Amsterdam",NA,"Centrum West",2,0,4,2,NA,127,NA,"Modern and stylish City Retreat!","2017-07-22 19:58:56.155638",52.38216,4.88913,"0101000020E6100000E6913F18788E134070EB6E9EEA304A40"
13776069,1476,14151494,"Entire home/apt",NA,"Amsterdam",NA,"Noord Oost",19,4.5,4,2,NA,107,NA,"Family House Amsterdam Free Parking","2017-07-22 17:50:00.335408",52.406018,4.930087,"0101000020E610000030BDFDB968B813402ECBD765F8334A40"
16394229,1476,107392086,"Entire home/apt",NA,"Amsterdam",NA,"Centrum Oost",15,4.5,4,2,NA,216,NA,"Luxury New Apartment in Center","2017-07-23 03:13:34.842658",52.363673,4.917368,"0101000020E61000007496598462AB134017B83CD68C2E4A40"
14992434,1476,94519806,"Entire home/apt",NA,"Amsterdam",NA,"De Pijp / Rivierenbuurt",31,5,4,1,NA,179,NA,"TRENDY two-story DESIGN apartment CENTRAL location","2017-07-22 22:41:37.506608",52.355767,4.897005,"0101000020E6100000D8648D7A889613407EFFE6C5892D4A40"
5937860,1476,30828996,"Entire home/apt",NA,"Amsterdam",NA,"Westerpark",14,4.5,2,1,NA,144,NA,"Perfect apartment, top location!","2017-07-22 20:03:10.672446",52.384424,4.873731,"0101000020E61000006901DA56B37E134015E63DCE34314A40"
12794516,1476,25782037,"Entire home/apt",NA,"Amsterdam",NA,"Oud Oost",11,4.5,3,1,NA,119,NA,"Trendy Apartment in Amsterdam Oost","2017-07-22 17:50:35.317606",52.358502,4.935648,"0101000020E61000006F4562821ABE13407AC6BE64E32D4A40"
7345836,1476,960786,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",28,5,6,3,NA,252,NA,"Large family house with big garden","2017-07-23 03:41:21.310124",52.369715,4.859177,"0101000020E6100000CDE67118CC6F13409AEB34D2522F4A40"
16804658,1476,20345768,"Private room",NA,"Amsterdam",NA,"Centrum Oost",5,4,2,1,NA,102,NA,"Cosy room in Central, Modern & Bright apartment","2017-07-22 16:13:05.930419",52.372618,4.924011,"0101000020E6100000B89388F02FB2134052F355F2B12F4A40"
19759543,1476,139250914,"Entire home/apt",NA,"Amsterdam",NA,"Centrum Oost",1,0,3,0,NA,94,NA,"Nice Apartment Centre Of Amsterdam","2017-07-22 17:26:04.239328",52.366852,4.915706,"0101000020E610000000016BD5AEA91340713C9F01F52E4A40"
17469753,1476,4152364,"Private room",NA,"Amsterdam",NA,"Geuzenveld / Slotermeer",1,0,4,1,NA,168,NA,"Relax 'n  Chill out","2017-07-22 16:35:12.196185",52.384246,4.817099,"0101000020E61000009160AA99B544134035CF11F92E314A40"
3996622,1476,3747992,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",6,5,2,1,NA,126,NA,"The Perfect Place in Amsterdam","2017-07-22 20:21:48.640967",52.371445,4.849566,"0101000020E6100000952C27A1F4651340A1A17F828B2F4A40"
12441473,1476,61978359,"Entire home/apt",NA,"Amsterdam",NA,"Oud Oost",0,0,6,2,NA,133,NA,"Cozy Amsterdammer apartment...","2017-07-22 20:06:22.030978",52.356597,4.924572,"0101000020E610000073309B00C3B21340056D72F8A42D4A40"
16953146,1476,55662417,"Entire home/apt",NA,"Amsterdam",NA,"Bos en Lommer",5,5,2,1,NA,144,NA,"Lovely, bright, spacious appartment (105M2)","2017-07-22 20:13:33.737001",52.377476,4.839191,"0101000020E6100000E063B0E2545B13403083312251304A40"
4157853,1476,19562807,"Private room",NA,"Amsterdam",NA,"Centrum West",69,5,2,1,NA,180,NA,"Cosy guest suite in Old City, Amsterdam","2017-07-22 16:34:58.111672",52.372987,4.896339,"0101000020E610000073840CE4D9951340A56ABB09BE2F4A40"
13877070,1476,82100580,"Private room",NA,"Amsterdam",NA,"De Baarsjes / Oud West",2,0,2,1,NA,96,NA,"Comfortable room near Centre & Vondelpark","2017-07-22 16:14:51.544842",52.360445,4.864325,"0101000020E6100000F775E09C11751340DC80CF0F232E4A40"
16185076,1476,105686066,"Entire home/apt",NA,"Amsterdam",NA,"Centrum West",4,5,2,1,NA,240,NA,"Central spacious apartment Jordaan","2017-07-23 03:03:36.127020",52.372906,4.878661,"0101000020E610000027158DB5BF831340B83D4162BB2F4A40"
7898652,1476,41646204,"Entire home/apt",NA,"Amsterdam",NA,"Centrum West",1,0,4,2,NA,180,NA,"Lovely apartment city centre.","2017-07-22 22:21:03.342054",52.375836,4.898874,"0101000020E610000019E6046D729813406954E0641B304A40"
15595279,1476,100490570,"Entire home/apt",NA,"Amsterdam",NA,"Ijburg / Eiland Zeeburg",0,0,4,2,NA,194,NA,"Rieteiland B&B","2017-07-23 02:42:23.612584",52.356394,4.989045,"0101000020E6100000DB166536C8F41340CD3E8F519E2D4A40"
12673552,1476,68861294,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",1,0,2,1,NA,96,NA,"Beautiful Sunny Apartment","2017-07-22 17:32:25.992894",52.362403,4.850219,"0101000020E610000055C03DCF9F661340747CB438632E4A40"
3195446,1476,6404785,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",30,4.5,3,1,NA,131,NA,"Cosy apartment in the nicest area of Amsterdam!","2017-07-22 21:09:26.060084",52.366117,4.87788,"0101000020E6100000FB3F87F9F28213403CC1FEEBDC2E4A40"
18353977,1476,25185102,"Private room",NA,"Amsterdam",NA,"De Baarsjes / Oud West",2,0,2,3,NA,108,NA,"Bright room with balcony access in the trendy West","2017-07-22 16:27:24.173777",52.368141,4.868315,"0101000020E610000045813E91277913408BA8893E1F2F4A40"
14760407,1476,92036157,"Entire home/apt",NA,"Amsterdam",NA,"Bijlmer Oost",14,5,4,1,NA,117,NA,"Nice & peaceful apt w/ garden, 20min from city ctr","2017-07-22 18:22:58.392294",52.319804,4.982041,"0101000020E61000001553E9279CED1340A3906456EF284A40"
17476559,1476,4741854,"Entire home/apt",NA,"Amsterdam",NA,"De Pijp / Rivierenbuurt",3,5,2,1,NA,167,NA,"Stylish apartment in De Pijp w/ canal view","2017-07-22 22:38:56.173665",52.352056,4.887207,"0101000020E61000000C21E7FD7F8C1340272EC72B102D4A40"
6310268,1476,5924599,"Private room",NA,"Amsterdam",NA,"Oostelijk Havengebied / Indische Buurt",30,4.5,2,1,NA,71,NA,"Business Travellers Room + WiFi Close to CS & P+R","2017-07-22 16:07:37.062865",52.372053,4.935881,"0101000020E610000086CABF9657BE134079B0C56E9F2F4A40"
15106302,1476,45706884,"Private room",NA,"Amsterdam",NA,"De Baarsjes / Oud West",14,4.5,4,1,NA,84,NA,"Cozy artist's studio with basics, nearby center.","2017-07-22 16:17:31.977562",52.362264,4.85948,"0101000020E6100000AA436E861B7013405342B0AA5E2E4A40"
14477704,1476,89273294,"Entire home/apt",NA,"Amsterdam",NA,"Centrum Oost",5,4.5,4,2,NA,180,NA,"Houseboat 10min from the centre & outdoor space!","2017-07-22 22:16:43.040706",52.368128,4.92716,"0101000020E61000002FA3586E69B51340F65E7CD11E2F4A40"
16346917,1476,29981251,"Entire home/apt",NA,"Amsterdam",NA,"Centrum Oost",2,0,2,1,NA,115,NA,"Bright apartment in quiet part of city center","2017-07-22 17:49:41.756817",52.368715,4.918043,"0101000020E61000007349D57613AC1340B745990D322F4A40"
5818567,1476,29561840,"Entire home/apt",NA,"Amsterdam",NA,"De Aker / Nieuw Sloten",0,0,4,2,NA,361,NA,"Luxurous, modern, bright appartment","2017-07-23 12:29:20.728096",52.346007,4.81183,"0101000020E61000008FA50F5D503F1340F29716F5492C4A40"
314927,1476,1617642,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",14,4.5,2,1,NA,78,NA,"CozyQuietYogi apt walking to Center","2017-07-22 17:24:52.832463",52.36645,4.864183,"0101000020E610000063096B63EC74134042CF66D5E72E4A40"
17129348,1476,27503069,"Entire home/apt",NA,"Amsterdam",NA,"Centrum Oost",8,5,2,1,NA,150,NA,"Comfortable 1BD apartment close to Dam Square!","2017-07-22 22:29:51.780328",52.367189,4.886493,"0101000020E61000001E882CD2C48B1340B939950C002F4A40"
12862866,1476,48703385,"Entire home/apt",NA,"Amsterdam",NA,"Westerpark",1,0,2,1,NA,180,NA,"Great City design Apartment","2017-07-22 22:22:35.851158",52.381769,4.87313,"0101000020E61000003CA06CCA157E134035D07CCEDD304A40"
1394668,1476,7538251,"Private room",NA,"Amsterdam",NA,"De Baarsjes / Oud West",124,5,3,1,NA,108,NA,"B&Bio quiet room/veranda/welcoming/1-3pers","2017-07-22 16:26:33.247870",52.37145,4.850042,"0101000020E6100000DEE7F86871661340B30C71AC8B2F4A40"
3254077,1476,7780586,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",25,5,2,1,NA,119,NA," Apartment with sunny balkony","2017-07-22 18:08:33.084338",52.365225,4.852871,"0101000020E6100000C8D3F203576913403F575BB1BF2E4A40"
7875989,1476,10988702,"Entire home/apt",NA,"Amsterdam",NA,"De Pijp / Rivierenbuurt",47,4.5,4,1,NA,180,NA,"Lovely stylish apartment @ great location!","2017-07-22 22:39:01.776426",52.351701,4.896807,"0101000020E6100000A54BFF9254961340397CD289042D4A40"
14165297,1476,85697893,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",0,0,2,1,NA,119,NA,"Lovely one bedroom apartment in city center","2017-07-22 18:15:04.352707",52.35997,4.865835,"0101000020E6100000BBED42739D76134043C5387F132E4A40"
19940438,1476,141306911,"Entire home/apt",NA,"Amsterdam",NA,"Noord-West / Noord-Midden",0,0,4,1,NA,144,NA,"City apartment on ground floor with garden","2017-07-22 20:40:17.442516",52.348071,4.862716,"0101000020E610000099F1B6D26B731340CFD72C978D2C4A40"
13220878,1476,12792115,"Entire home/apt",NA,"Amsterdam",NA,"Oostelijk Havengebied / Indische Buurt",21,5,4,0,NA,138,NA,"Modern Bright Studio for 4 City Explorers","2017-07-22 20:00:24.556827",52.360454,4.934196,"0101000020E6100000503750E09DBC13402FDB4E5B232E4A40"
15743171,1476,42283813,"Entire home/apt",NA,"Amsterdam",NA,"Oostelijk Havengebied / Indische Buurt",11,5,3,2,NA,131,NA,"Couple (with kids)? Perfect place & neighborhood","2017-07-22 19:57:47.630483",52.364015,4.941609,"0101000020E6100000207A522635C413407120240B982E4A40"
793744,1476,2700299,"Entire home/apt",NA,"Amsterdam",NA,"De Pijp / Rivierenbuurt",13,4,2,1,NA,108,NA,"Apartment in Amsterdam just a few steps from park","2017-07-22 17:57:18.397656",52.354294,4.888714,"0101000020E610000048FDF50A0B8E1340A3957B81592D4A40"
15993955,1476,79036432,"Private room",NA,"Amsterdam",NA,"De Baarsjes / Oud West",19,4.5,1,1,NA,59,NA,"Comfy room, close to central sights","2017-07-22 16:05:41.121893",52.364624,4.857871,"0101000020E61000004DBF44BC756E134019ABCDFFAB2E4A40"
17359419,1476,117272905,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",0,0,2,1,NA,180,NA,"Stylish, light home with garden","2017-07-22 22:58:58.089266",52.372383,4.86224,"0101000020E61000005036E50AEF7213400E4B033FAA2F4A40"
16640930,1476,109959345,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",3,5,6,3,NA,359,NA,"2 storey apt. Vondelpark with garden","2017-07-23 05:56:10.757900",52.362463,4.864846,"0101000020E6100000404E98309A75134049810530652E4A40"
14831696,1476,5476119,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",11,4.5,6,2,NA,174,NA,"Luxurious & spacious apartm. with garden 6sleep","2017-07-22 22:32:17.277323",52.361173,4.866755,"0101000020E6100000F3936A9F8E7713405F99B7EA3A2E4A40"
2922243,1476,5706763,"Entire home/apt",NA,"Amsterdam",NA,"Oud Oost",14,5,4,2,NA,174,NA,"Hip, spacious & clean apartment in Amsterdam Oost","2017-07-22 22:32:50.866872",52.365347,4.92859,"0101000020E61000001092054CE0B613408A58C4B0C32E4A40"
702120,1476,3505991,"Entire home/apt",NA,"Amsterdam",NA,"Westerpark",22,5,2,1,NA,143,NA,"Comfortable apartment near centre","2017-07-22 20:03:13.212455",52.385412,4.87178,"0101000020E61000003F3A75E5B37C134034BE2F2E55314A40"
14293352,1476,77279599,"Entire home/apt",NA,"Amsterdam",NA,"Centrum Oost",0,0,4,1,NA,190,NA,"Beautiful City Appartement","2017-07-23 02:46:14.822626",52.37122,4.90361,"0101000020E6100000AF5A99F04B9D134081CF0F23842F4A40"
14330884,1476,87714581,"Entire home/apt",NA,"Amsterdam",NA,"Westerpark",3,5,2,1,NA,79,NA,"Quiet central appartment with canal view","2017-07-22 17:24:48.370488",52.379225,4.874056,"0101000020E6100000857D3B89087F1340AD69DE718A304A40"
18136755,1476,21003899,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",7,4,2,1,NA,138,NA,"Canal apartment with garden nearby center","2017-07-22 20:27:00.149632",52.363593,4.862045,"0101000020E6100000A6B8AAECBB721340FB0626378A2E4A40"
9832272,1476,13405827,"Entire home/apt",NA,"Amsterdam",NA,"Centrum Oost",15,4,4,2,NA,288,NA,"Apartment Reguliersdwars B","2017-07-23 03:09:09.740276",52.365381,4.893138,"0101000020E6100000684293C49292134036CAFACDC42E4A40"
14310652,1476,3151196,"Entire home/apt",NA,"Amsterdam",NA,"Bos en Lommer",6,5,2,1,NA,156,NA,"Cozy design Apartment 10 minutes from Center","2017-07-22 23:36:03.278843",52.37635,4.847495,"0101000020E61000001618B2BAD5631340C0EC9E3C2C304A40"
12140473,1476,14904776,"Entire home/apt",NA,"Amsterdam",NA,"Westerpark",6,5,2,1,NA,143,NA,"Lovely light & spacious city loft","2017-07-22 20:02:20.166018",52.382858,4.872046,"0101000020E6100000336E6AA0F97C13408881AE7D01314A40"
9263993,1476,6076845,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",24,5,2,1,NA,74,NA,"Beautiful appartment in Oud-West","2017-07-22 17:24:55.894657",52.360353,4.861842,"0101000020E6100000E54691B586721340FC010F0C202E4A40"
2438947,1476,11518012,"Entire home/apt",NA,"Amsterdam",NA,"Centrum West",9,5,3,1,NA,132,NA," downtown app (105 sqm/950 sqft)","2017-07-22 19:59:56.039961",52.377678,4.890779,"0101000020E6100000B6DAC35E289013409835B1C057304A40"
3728383,1476,18908024,"Entire home/apt",NA,"Amsterdam",NA,"De Pijp / Rivierenbuurt",9,5,2,1,NA,168,NA,"Modern Scandinavian loft @ De Pijp!","2017-07-22 22:44:54.352239",52.347148,4.891473,"0101000020E61000006B11514CDE901340976F7D586F2C4A40"
16141651,1476,24294002,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",5,4.5,4,1,NA,144,NA,"Central, Bright and Spacious Apartment","2017-07-22 20:28:28.059853",52.362066,4.864055,"0101000020E6100000F7C77BD5CA7413402C7FBE2D582E4A40"
18992033,1476,132162812,"Entire home/apt",NA,"Amsterdam",NA,"Westerpark",1,0,1,1,NA,119,NA,"Cosy apartment near Jordaan & Westerpark","2017-07-22 17:51:03.646884",52.384926,4.875465,"0101000020E6100000AA2B9FE579801340A7B0524145314A40"
19710770,1476,1739979,"Entire home/apt",NA,"Amsterdam",NA,"Noord West",1,0,4,2,NA,174,NA,"Cozy, modern and bright Duplex in Amsterdam North","2017-07-22 22:16:15.433629",52.404559,4.91817,"0101000020E61000005CACA8C134AC1340B726DD96C8334A40"
19501327,1476,40745646,"Entire home/apt",NA,"Amsterdam",NA,"Centrum West",0,0,2,0,NA,118,NA,"Central Station studio","2017-07-22 18:02:01.013216",52.377965,4.894534,"0101000020E6100000E8A38CB8009413402E04392861304A40"
12676262,1476,68877157,"Private room",NA,"Amsterdam",NA,"De Pijp / Rivierenbuurt",0,0,2,1,NA,108,NA,"Albert Cuyp Renovated Appartment","2017-07-22 16:27:59.913511",52.355418,4.895241,"0101000020E61000004227840EBA941340723447567E2D4A40"
17363702,1476,52576105,"Entire home/apt",NA,"Amsterdam",NA,"Noord-West / Noord-Midden",5,5,6,1,NA,234,NA,"Unique & spacious penthouse","2017-07-23 04:04:57.877737",52.347616,4.847991,"0101000020E61000009835B1C0576413407EC85BAE7E2C4A40"
8732160,1476,14148025,"Entire home/apt",NA,"Amsterdam",NA,"Bos en Lommer",7,5,2,1,NA,132,NA,"Great newly renovated appartement Amsterdam West","2017-07-22 19:56:57.258172",52.380106,4.855948,"0101000020E6100000724EECA17D6C1340B6813B50A7304A40"
5222905,1476,16431396,"Entire home/apt",NA,"Amsterdam",NA,"Centrum West",4,5,4,2,NA,358,NA,"Spacious & Modern Apartment in City Center","2017-07-23 05:58:21.470563",52.370905,4.881054,"0101000020E6100000390A1005338613402176A6D0792F4A40"
6024874,1476,17513867,"Entire home/apt",NA,"Amsterdam",NA,"Westerpark",21,4.5,2,1,NA,114,NA,"Beautiful typical Dutch apartment","2017-07-22 17:52:55.565854",52.382542,4.871635,"0101000020E61000002332ACE28D7C134058ACE122F7304A40"
16512835,1476,40014941,"Private room",NA,"Amsterdam",NA,"Noord-West / Noord-Midden",20,3.5,4,1,NA,179,NA,"Vondelpark room in fully equipped apartment","2017-07-22 16:35:19.113410",52.353659,4.852275,"0101000020E610000029CB10C7BA681340D177B7B2442D4A40"
12582071,1476,67005410,"Private room",NA,"Amsterdam",NA,"Centrum West",44,5,3,1,NA,204,NA,"Hotel in the heart of Amsterdam 3p","2017-07-22 16:38:25.594876",52.373407,4.900022,"0101000020E6100000D8B8FE5D9F9913407A8CF2CCCB2F4A40"
12237344,1476,669178,"Entire home/apt",NA,"Amsterdam",NA,"De Pijp / Rivierenbuurt",2,0,4,1,NA,203,NA,"FANTASTIC apt. Trendy pijp area!","2017-07-23 02:35:57.171413",52.349535,4.900145,"0101000020E6100000B6A1629CBF99134058E71890BD2C4A40"
8231912,1476,19517830,"Private room",NA,"Amsterdam",NA,"De Baarsjes / Oud West",49,5,2,1,NA,144,NA,"Charming & Light central apartment","2017-07-22 16:33:32.357972",52.365646,4.877405,"0101000020E61000003563D17476821340E4F4F57CCD2E4A40"
4175545,1476,17468845,"Private room",NA,"Amsterdam",NA,"De Baarsjes / Oud West",107,4.5,4,1,NA,162,NA,"Houseboat 'Iris Milanova' A-center","2017-07-22 16:35:08.704959",52.365203,4.868294,"0101000020E61000008940F50F2279134057B3CEF8BE2E4A40"
19976847,1476,141665148,"Private room",NA,"Amsterdam",NA,"Centrum Oost",0,0,4,2,NA,144,NA,"Private Leidse Square city apartment Amsterdam (3)","2017-07-22 16:33:17.034712",52.363652,4.883606,"0101000020E61000009032E202D0881340009013268C2E4A40"
3017603,1476,6388063,"Entire home/apt",NA,"Amsterdam",NA,"Westerpark",6,4.5,4,3,NA,150,NA,"Ground floor, adjacent Centre","2017-07-22 22:22:39.209553",52.378817,4.874788,"0101000020E6100000A5BBEB6CC87F13409C1551137D304A40"
13965835,1476,5035704,"Entire home/apt",NA,"Amsterdam",NA,"De Pijp / Rivierenbuurt",18,4.5,4,2,NA,196,NA,"houseboat with superview","2017-07-23 02:38:58.122619",52.358311,4.904052,"0101000020E61000009888B7CEBF9D134006668522DD2D4A40"
16209994,1476,7594884,"Entire home/apt",NA,"Amsterdam",NA,"Westerpark",3,4.5,2,1,NA,97,NA,"Harbor Apartment","2017-07-22 17:25:46.930890",52.38859,4.885019,"0101000020E6100000C05AB56B428A1340BDC62E51BD314A40"
13631261,1476,17122259,"Entire home/apt",NA,"Amsterdam",NA,"Centrum Oost",12,4.5,2,1,NA,102,NA,"Comfortable apartment in the hart of Amsterdam","2017-07-22 17:25:28.429114",52.370894,4.906933,"0101000020E610000016A75A0BB3A013402D246074792F4A40"
5474126,1476,2509835,"Entire home/apt",NA,"Amsterdam",NA,"Westerpark",4,5,4,2,NA,72,NA,"Bright & modern apartment (80m) next to Westerpark","2017-07-23 06:22:53.833848",52.392916,4.875668,"0101000020E61000006B9DB81CAF8013409E094D124B324A40"
6189960,1476,4644260,"Entire home/apt",NA,"Amsterdam",NA,"Oostelijk Havengebied / Indische Buurt",41,5,2,2,NA,126,NA,"Luxurious apartment with garden in trendy area","2017-07-22 20:00:34.049170",52.364363,4.932004,"0101000020E6100000F9F6AE415FBA1340AC6F6072A32E4A40"
1577272,1476,8383952,"Entire home/apt",NA,"Amsterdam",NA,"De Pijp / Rivierenbuurt",11,5,4,2,NA,263,NA,"Spacious appartment in 'De Pijp'!","2017-07-23 03:17:48.490296",52.355184,4.892223,"0101000020E6100000BFF4F6E7A2911340FF0758AB762D4A40"
12565315,1476,51485781,"Private room",NA,"Amsterdam",NA,"Gaasperdam / Driemond",5,5,4,1,NA,145,NA,"Secret Paradice of Amsterdam by the lake","2017-07-22 16:36:12.564653",52.30758,4.981713,"0101000020E6100000713B342C46ED1340AC730CC85E274A40"
18659937,1476,102218369,"Entire home/apt",NA,"Amsterdam",NA,"Watergraafsmeer",11,4.5,4,2,NA,71,NA,"Cute, 4 pers. house + 1 bike, 15 min from centre.","2017-07-22 17:24:42.116038",52.347388,4.934646,"0101000020E61000004F594DD713BD1340ED82C135772C4A40"
4468955,1476,7644628,"Private room",NA,"Amsterdam",NA,"De Baarsjes / Oud West",70,5,2,1,NA,95,NA,"Great room in the best center area!","2017-07-22 16:14:57.732748",52.364256,4.875847,"0101000020E6100000E8323509DE80134096AFCBF09F2E4A40"
13555550,1476,1464510,"Entire home/apt",NA,"Amsterdam",NA,"Centrum West",6,4.5,2,1,NA,179,NA,"Bright & Cheerful APT located in CANAL DISTRICT","2017-07-22 22:16:32.619839",52.380525,4.892668,"0101000020E61000002FBE688F17921340BB270F0BB5304A40"
4001155,1476,9661229,"Entire home/apt",NA,"Amsterdam",NA,"Centrum West",17,4.5,2,0,NA,118,NA,"Cozy apartment in Jordaan @ canal","2017-07-22 17:52:55.573430",52.37573,4.878697,"0101000020E61000008D5F7825C98313402310AFEB17304A40"
8348686,1476,1186531,"Private room",NA,"Amsterdam",NA,"Centrum Oost",18,5,2,1,NA,131,NA,"Light, airy room with view in historic canal belt","2017-07-22 16:33:15.034237",52.363187,4.892239,"0101000020E6100000ECDCB419A79113408BAA5FE97C2E4A40"
1949429,1476,1811434,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",13,4.5,2,1,NA,107,NA,"2 person apartment in Amsterdam  ","2017-07-22 18:08:24.531784",52.368384,4.853821,"0101000020E6100000548D5E0D506A1340512FF834272F4A40"
17724705,1476,114610644,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",10,5,2,0,NA,168,NA,"Cozy appartment Amsterdam-West","2017-07-22 22:23:34.907732",52.36919,4.869701,"0101000020E6100000A93121E6927A13405001309E412F4A40"
17431839,1476,21572827,"Entire home/apt",NA,"Amsterdam",NA,"Noord-West / Noord-Midden",0,0,5,2,NA,238,NA,"Renovated apartment | Beethovenstraat/WTC/RAI/ZUID","2017-07-23 03:57:27.989018",52.348269,4.876516,"0101000020E6100000D5AE09698D811340F69A1E14942C4A40"
9609542,1476,26487892,"Entire home/apt",NA,"Amsterdam",NA,"De Baarsjes / Oud West",0,0,5,3,NA,192,NA,"Bright, stylish spacious family apt","2017-07-23 02:40:57.610064",52.363129,4.875992,"0101000020E6100000043BFE0B04811340569DD5027B2E4A40"
18677760,1476,84453740,"Entire home/apt",NA,"Amsterdam",NA,"De Pijp / Rivierenbuurt",7,4.5,2,1,NA,95,NA,"COZY Roof top A'dam apt. for 2! Pijp area!","2017-07-22 17:31:23.691708",52.356204,4.889037,"0101000020E61000005EBC1FB75F8E1340295AB917982D4A40"
4330897,1476,22486644,"Private room",NA,"Amsterdam",NA,"Osdorp",66,5,2,1,NA,67,NA,"Nice room with all facilities","2017-07-22 16:11:49.726184",52.350919,4.795699,"0101000020E6100000F1D6F9B7CB2E1340C345EEE9EA2C4A40"
15079166,1476,13405827,"Entire home/apt",NA,"Amsterdam",NA,"De Pijp / Rivierenbuurt",2,0,4,1,NA,150,NA,"Ruby van Gogh Apartment B","2017-07-22 22:41:33.375383",52.356669,4.888626,"0101000020E61000004E8061F9F38D13409E3F6D54A72D4A40"
8497131,1476,9980558,"Private room",NA,"Amsterdam",NA,"Osdorp",16,4.5,2,1,NA,72,NA,"Vegan,cuddly cats,airport area","2017-07-22 16:11:49.723461",52.35765,4.812509,"0101000020E61000009AD2FA5B024013400BB5A679C72D4A40"
13177928,1476,34299572,"Entire home/apt",NA,"Amsterdam",NA,"Westerpark",2,0,5,3,NA,198,NA,"big apt, 5 rooms, very central, rooftop terrace!","2017-07-23 02:37:08.386713",52.381729,4.87009,"0101000020E61000007B4E7ADFF87A1340A777F17EDC304A40"
8147755,1476,31002711,"Private room",NA,"Amsterdam",NA,"Bos en Lommer",78,4.5,2,1,NA,70,NA,"+ Clean, Cozy & Comfy @ Bedroom!","2017-07-22 16:07:38.981039",52.374207,4.847309,"0101000020E6100000056D72F8A46313409677D503E62F4A40"
